Epoch,Learning_rate,Train_Energy_RMSE (eV/atom),Valid_Energy_RMSE (eV/atom),Train_Force_RMSE (eV/Å),Valid_Force_RMSE (eV/Å),Train_Stress_RMSE (kbar),Valid_Stress_RMSE (kbar),Train_Energy_MAE (eV/atom),Valid_Energy_MAE (eV/atom),Train_Force_MAE (eV/Å),Valid_Force_MAE (eV/Å),Train_Stress_MAE (kbar),Valid_Stress_MAE (kbar),Train_Energy_Loss,Valid_Energy_Loss,Train_Force_Loss,Valid_Force_Loss,Train_Stress_Loss,Valid_Stress_Loss,Train_TotalLoss,Valid_TotalLoss
123,0.004000,0.390305,0.679860,1.679114,0.907774,145.052572,151.292670,0.030175,0.041897,0.068691,0.077391,5.104582,6.348873,0.000259,0.000376,0.000637,0.000731,0.051006,0.064050,0.001406,0.001748
124,0.004000,0.390783,0.682835,1.767887,3.063391,150.245384,150.275919,0.030355,0.041142,0.070078,0.082897,5.215243,6.348837,0.000261,0.000369,0.000652,0.000792,0.052113,0.064038,0.001434,0.001801
125,0.004000,0.391041,0.681337,1.715179,0.670239,147.470939,164.663970,0.030301,0.041486,0.069604,0.077652,5.148527,6.537559,0.000260,0.000372,0.000646,0.000734,0.051445,0.065940,0.001421,0.001766
126,0.004000,0.390733,0.682631,1.739517,2.812651,148.106073,152.130945,0.030005,0.040933,0.068875,0.082315,5.124117,6.406727,0.000258,0.000367,0.000640,0.000785,0.051202,0.064640,0.001409,0.001799
127,0.004000,0.389970,0.680445,1.728094,2.199913,148.466220,159.009418,0.030063,0.041043,0.069262,0.079558,5.160319,6.383920,0.000258,0.000368,0.000643,0.000756,0.051564,0.064360,0.001417,0.001768
128,0.004000,0.389980,0.679393,1.727818,0.823569,144.807150,144.852577,0.029847,0.041359,0.068828,0.076581,5.074940,6.302975,0.000256,0.000371,0.000640,0.000723,0.050709,0.063625,0.001403,0.001731
129,0.004000,0.390169,0.681954,1.761384,2.499713,148.500140,154.197477,0.029832,0.041410,0.068928,0.080767,5.105210,6.452816,0.000256,0.000372,0.000642,0.000769,0.051012,0.065079,0.001408,0.001791
130,0.004000,0.390283,0.680320,1.687865,0.604898,151.951548,150.485336,0.029938,0.041400,0.068703,0.076686,5.123440,6.328070,0.000257,0.000371,0.000637,0.000725,0.051195,0.063847,0.001406,0.001735
131,0.004000,0.389901,0.679690,1.726394,1.232124,148.054658,141.158989,0.029833,0.041135,0.068461,0.077346,5.090021,6.285758,0.000256,0.000369,0.000636,0.000730,0.050862,0.063435,0.001400,0.001733
132,0.004000,0.389544,0.680231,1.704895,0.525869,145.805154,155.244232,0.029713,0.040542,0.068110,0.076806,5.043834,6.550976,0.000254,0.000363,0.000632,0.000725,0.050398,0.066078,0.001390,0.001749
133,0.004000,0.390122,0.683240,1.722393,1.648055,152.060142,170.829722,0.029761,0.041767,0.068154,0.080466,5.105791,6.702743,0.000255,0.000375,0.000633,0.000764,0.051018,0.067580,0.001398,0.001815
134,0.004000,0.388496,0.681098,1.696560,2.793283,142.545043,147.947473,0.029448,0.041028,0.068304,0.079713,5.048901,6.247152,0.000252,0.000368,0.000634,0.000758,0.050449,0.063065,0.001391,0.001757
135,0.004000,0.391113,0.678350,1.733410,2.470845,153.836031,150.754513,0.029881,0.040560,0.068378,0.083070,5.150683,6.493322,0.000256,0.000363,0.000634,0.000789,0.051467,0.065488,0.001405,0.001807
136,0.004000,0.390202,0.681417,1.717494,2.559140,143.896150,152.919209,0.029400,0.040665,0.067767,0.078933,5.011792,6.234089,0.000252,0.000364,0.000629,0.000750,0.050078,0.062912,0.001381,0.001744
137,0.004000,0.389878,0.679288,1.759226,1.109166,153.011916,157.464271,0.029481,0.039947,0.068347,0.078218,5.105823,6.385839,0.000252,0.000358,0.000635,0.000740,0.051017,0.064415,0.001397,0.001742
138,0.004000,0.389519,0.679912,1.686336,0.455270,144.802635,143.685708,0.029301,0.040538,0.067372,0.075329,5.023683,6.284839,0.000251,0.000363,0.000625,0.000710,0.050196,0.063402,0.001377,0.001707
139,0.004000,0.389959,0.683330,1.688214,0.518062,152.513410,162.317658,0.029515,0.040746,0.067862,0.076311,5.093056,6.517380,0.000253,0.000366,0.000629,0.000720,0.050891,0.065744,0.001391,0.001744
140,0.004000,0.389648,0.680171,1.759034,2.533090,146.845324,151.439824,0.029224,0.041617,0.067601,0.079212,5.027704,6.334010,0.000250,0.000373,0.000627,0.000751,0.050237,0.063895,0.001379,0.001763
141,0.004000,0.390081,0.681775,1.676977,2.769858,149.409811,151.334614,0.029168,0.041444,0.066986,0.081759,4.998106,6.373666,0.000249,0.000372,0.000621,0.000779,0.049942,0.064283,0.001370,0.001794
142,0.004000,0.389273,0.679339,1.729744,2.737758,146.339114,152.190592,0.029185,0.040016,0.067633,0.082366,5.017719,6.442250,0.000250,0.000358,0.000628,0.000784,0.050138,0.064983,0.001379,0.001793
143,0.004000,0.388892,0.682023,1.748092,0.817186,144.105894,163.888565,0.029299,0.041152,0.067720,0.076926,5.022642,6.453965,0.000251,0.000369,0.000628,0.000728,0.050186,0.065093,0.001380,0.001748
144,0.004000,0.389631,0.680534,1.702734,0.542300,149.541599,147.926279,0.029050,0.040499,0.066863,0.075153,5.025291,6.273371,0.000248,0.000363,0.000620,0.000709,0.050212,0.063320,0.001370,0.001705
145,0.004000,0.389113,0.681280,1.696890,2.699768,143.854365,166.790364,0.028798,0.040948,0.066708,0.080345,4.970794,6.329508,0.000246,0.000368,0.000618,0.000765,0.049668,0.063861,0.001361,0.001771
146,0.004000,0.389467,0.678676,1.722582,2.138697,145.788529,148.935982,0.028979,0.039711,0.067439,0.078118,4.990351,6.221207,0.000248,0.000356,0.000625,0.000741,0.049863,0.062802,0.001371,0.001725
147,0.004000,0.389734,0.681196,1.764455,1.083943,145.554261,152.224119,0.029043,0.040787,0.067903,0.076539,4.982897,6.367506,0.000248,0.000365,0.000631,0.000723,0.049788,0.064264,0.001377,0.001731
148,0.004000,0.389418,0.680318,1.720365,0.570839,149.005823,152.663915,0.028959,0.040378,0.066857,0.075706,4.977226,6.312700,0.000247,0.000361,0.000620,0.000716,0.049733,0.063711,0.001365,0.001714
149,0.004000,0.389650,0.678666,1.716444,1.082949,149.476921,155.226652,0.028938,0.040478,0.066677,0.076471,5.020397,6.327178,0.000247,0.000363,0.000619,0.000723,0.050163,0.063820,0.001367,0.001724
150,0.004000,0.389426,0.682098,1.702024,0.489756,150.055432,152.305860,0.028883,0.040861,0.066685,0.075430,5.021596,6.285862,0.000247,0.000367,0.000617,0.000712,0.050177,0.063434,0.001365,0.001713
151,0.004000,0.388891,0.679207,1.699098,2.840104,144.380273,148.278388,0.028870,0.040152,0.066741,0.079239,4.996315,6.429770,0.000246,0.000359,0.000619,0.000754,0.049923,0.064873,0.001364,0.001762
152,0.004000,0.389366,0.680193,1.734335,2.240460,145.415763,150.723655,0.028973,0.040264,0.066744,0.078504,5.005860,6.310235,0.000247,0.000361,0.000619,0.000744,0.050018,0.063656,0.001366,0.001742
153,0.004000,0.389394,0.681165,1.719603,0.449219,145.940774,153.256830,0.028728,0.040727,0.066683,0.074495,5.004855,6.238254,0.000245,0.000365,0.000618,0.000701,0.050007,0.062989,0.001363,0.001696
154,0.004000,0.388750,0.679931,1.728342,0.467996,148.071444,153.578196,0.028693,0.039874,0.066574,0.075714,4.964601,6.333409,0.000245,0.000357,0.000617,0.000715,0.049606,0.063914,0.001358,0.001711
155,0.004000,0.389003,0.680322,1.704269,1.260342,146.001502,141.905768,0.028535,0.039931,0.066151,0.076785,4.927860,6.196461,0.000243,0.000358,0.000613,0.000726,0.049239,0.062542,0.001349,0.001709
156,0.004000,0.389012,0.679070,1.703748,0.549303,148.401007,153.563897,0.028725,0.040574,0.066057,0.076645,4.960564,6.188692,0.000245,0.000363,0.000612,0.000725,0.049566,0.062473,0.001352,0.001712
157,0.004000,0.389136,0.679436,1.730688,1.358287,147.225448,141.518252,0.028477,0.040262,0.065994,0.076698,4.922973,6.105607,0.000243,0.000360,0.000611,0.000727,0.049191,0.061611,0.001345,0.001702
158,0.004000,0.388513,0.679127,1.702132,2.785495,143.039360,144.812109,0.028334,0.040055,0.065798,0.079267,4.909732,6.351642,0.000241,0.000358,0.000610,0.000754,0.049058,0.064105,0.001342,0.001753
159,0.004000,0.390217,0.678759,1.708443,0.751800,158.160735,145.588601,0.028792,0.039993,0.066053,0.075496,4.986254,6.282910,0.000246,0.000358,0.000612,0.000712,0.049822,0.063393,0.001356,0.001704
160,0.004000,0.389567,0.681568,1.731675,2.719912,146.678929,145.268541,0.028577,0.040636,0.066044,0.079639,4.937002,6.190374,0.000244,0.000364,0.000613,0.000758,0.049329,0.062497,0.001350,0.001747
161,0.004000,0.389076,0.679081,1.692547,0.527033,150.326230,138.240267,0.028616,0.039407,0.065753,0.074560,4.963136,6.121468,0.000244,0.000352,0.000609,0.000703,0.049591,0.061797,0.001349,0.001674
162,0.004000,0.388481,0.679851,1.715376,2.791769,143.475841,149.691079,0.028180,0.040127,0.065609,0.078665,4.879379,6.277887,0.000240,0.000359,0.000608,0.000749,0.048753,0.063355,0.001335,0.001741
163,0.004000,0.389045,0.679240,1.730934,2.179443,145.639449,148.394072,0.028392,0.039745,0.065875,0.077741,4.910814,6.383642,0.000242,0.000356,0.000610,0.000739,0.049067,0.064422,0.001343,0.001739
164,0.004000,0.388832,0.679329,1.702863,0.513691,144.092170,149.895512,0.028426,0.039820,0.065842,0.074768,4.886926,6.237279,0.000242,0.000356,0.000610,0.000705,0.048830,0.062938,0.001340,0.001690
165,0.004000,0.388768,0.679973,1.694156,2.381990,150.510015,143.977627,0.028205,0.040340,0.065022,0.077874,4.913605,6.177094,0.000240,0.000361,0.000602,0.000739,0.049095,0.062367,0.001332,0.001724
166,0.004000,0.388174,0.679294,1.704709,0.654582,144.346655,147.977057,0.027995,0.040496,0.065081,0.074554,4.868291,6.226019,0.000238,0.000362,0.000603,0.000703,0.048643,0.062850,0.001327,0.001694
167,0.004000,0.388884,0.680336,1.712215,0.837091,148.373780,157.113659,0.028219,0.040153,0.064912,0.075454,4.875857,6.320921,0.000240,0.000359,0.000602,0.000712,0.048718,0.063791,0.001329,0.001709
168,0.004000,0.388517,0.680785,1.701287,1.300126,148.554885,153.568434,0.028158,0.041377,0.065517,0.075833,4.923300,6.311520,0.000240,0.000370,0.000606,0.000719,0.049192,0.063708,0.001338,0.001727
169,0.004000,0.389062,0.679877,1.714915,2.408301,145.755470,154.448494,0.028414,0.039303,0.065335,0.078462,4.914391,6.286701,0.000242,0.000351,0.000606,0.000745,0.049105,0.063446,0.001339,0.001730
170,0.004000,0.388188,0.681968,1.676278,0.470939,143.232336,157.901550,0.027966,0.040470,0.064956,0.072831,4.859470,6.267762,0.000238,0.000363,0.000599,0.000686,0.048554,0.063259,0.001323,0.001682
171,0.004000,0.388080,0.679617,1.697263,2.781265,143.244022,158.283445,0.027969,0.039350,0.064955,0.078872,4.888204,6.270546,0.000238,0.000352,0.000601,0.000750,0.048842,0.063307,0.001327,0.001735
172,0.004000,0.388537,0.682227,1.732260,2.115503,142.407870,166.290734,0.027952,0.039890,0.064958,0.076601,4.834622,6.283059,0.000238,0.000357,0.000602,0.000727,0.048306,0.063425,0.001322,0.001718
173,0.004000,0.387493,0.678522,1.680055,0.568763,139.627611,151.199694,0.027779,0.040045,0.064640,0.075653,4.787861,6.471052,0.000236,0.000358,0.000597,0.000714,0.047839,0.065286,0.001311,0.001725
174,0.004000,0.388967,0.679889,1.709333,2.725927,167.035759,152.035687,0.028202,0.039529,0.064737,0.078436,4.920005,6.292445,0.000240,0.000353,0.000599,0.000747,0.049159,0.063542,0.001331,0.001736
175,0.004000,0.388591,0.678661,1.704127,0.618366,147.192047,141.876605,0.027945,0.039524,0.064679,0.073246,4.840951,6.058487,0.000238,0.000353,0.000598,0.000691,0.048369,0.061202,0.001319,0.001656
176,0.004000,0.388857,0.681620,1.718721,0.530034,152.166841,149.939755,0.027853,0.040672,0.064615,0.073965,4.881335,6.250820,0.000237,0.000364,0.000598,0.000697,0.048772,0.063124,0.001323,0.001692
177,0.004000,0.388745,0.680088,1.690667,2.555183,140.980180,147.098155,0.027728,0.040866,0.064489,0.078118,4.811342,6.185532,0.000236,0.000365,0.000597,0.000742,0.048073,0.062452,0.001313,0.001731
178,0.004000,0.388203,0.678183,1.705353,0.752355,142.510567,160.125217,0.027702,0.039759,0.064454,0.076596,4.808812,6.619190,0.000235,0.000355,0.000596,0.000723,0.048049,0.066777,0.001312,0.001746
179,0.004000,0.388124,0.681414,1.703937,0.551091,147.744941,143.582978,0.027560,0.039344,0.064127,0.074434,4.837616,6.161896,0.000234,0.000352,0.000592,0.000703,0.048336,0.062228,0.001310,0.001677
180,0.004000,0.388623,0.677885,1.713463,1.116294,148.655236,144.562101,0.027996,0.039078,0.064692,0.074570,4.880315,6.128387,0.000238,0.000348,0.000598,0.000705,0.048762,0.061892,0.001324,0.001672
181,0.004000,0.388474,0.681211,1.710677,2.332243,144.424602,144.976636,0.027594,0.040232,0.063989,0.078386,4.798942,6.271223,0.000234,0.000361,0.000591,0.000745,0.047950,0.063316,0.001305,0.001739
182,0.004000,0.388345,0.678910,1.695579,0.485447,145.116052,146.754137,0.027691,0.041244,0.064681,0.073661,4.849263,6.348051,0.000235,0.000369,0.000598,0.000694,0.048455,0.064080,0.001317,0.001703
183,0.004000,0.387908,0.680792,1.684081,2.643930,146.437998,142.493067,0.027404,0.039795,0.063420,0.077286,4.795221,6.156574,0.000232,0.000356,0.000586,0.000734,0.047912,0.062180,0.001297,0.001712
184,0.004000,0.387571,0.680454,1.690095,2.450449,141.044124,152.029978,0.027429,0.040322,0.063892,0.077103,4.762576,6.248351,0.000233,0.000360,0.000590,0.000731,0.047585,0.063055,0.001298,0.001721
185,0.004000,0.388611,0.679584,1.692764,2.644240,147.411007,145.252937,0.027496,0.039193,0.063753,0.076602,4.827338,6.225009,0.000233,0.000350,0.000588,0.000729,0.048234,0.062866,0.001304,0.001708
186,0.004000,0.387295,0.681238,1.724726,0.554835,140.533490,155.560645,0.027294,0.039646,0.063571,0.073353,4.723552,6.167050,0.000231,0.000355,0.000587,0.000692,0.047196,0.062282,0.001291,0.001669
187,0.004000,0.388136,0.679114,1.720444,2.303131,143.283515,146.132784,0.027390,0.040093,0.063708,0.077968,4.784862,6.312770,0.000232,0.000359,0.000589,0.000740,0.047809,0.063740,0.001299,0.001736
188,0.004000,0.387739,0.678661,1.713752,0.877678,145.537841,146.969918,0.027267,0.039261,0.063606,0.074525,4.784289,6.238361,0.000231,0.000351,0.000588,0.000704,0.047803,0.062959,0.001297,0.001684
189,0.004000,0.388022,0.680798,1.685428,0.588888,143.216947,159.225024,0.027385,0.039159,0.062804,0.073354,4.762948,6.290667,0.000232,0.000351,0.000579,0.000693,0.047590,0.063486,0.001287,0.001678
190,0.004000,0.387725,0.679890,1.678371,0.608426,141.943952,158.617037,0.027176,0.039651,0.062989,0.074742,4.720668,6.224253,0.000230,0.000354,0.000581,0.000704,0.047167,0.062824,0.001283,0.001687
191,0.004000,0.387917,0.679943,1.721857,2.877041,144.549042,154.541979,0.027244,0.038939,0.063709,0.076312,4.774817,6.251385,0.000231,0.000348,0.000589,0.000725,0.047708,0.063139,0.001297,0.001704
192,0.004000,0.387657,0.679176,1.701317,1.145816,143.484322,155.967820,0.027450,0.039245,0.063488,0.074552,4.764056,6.417653,0.000233,0.000350,0.000585,0.000705,0.047600,0.064753,0.001294,0.001702
193,0.004000,0.388103,0.681145,1.715288,2.257655,147.123771,153.455663,0.027227,0.039544,0.063310,0.075911,4.769277,6.191598,0.000231,0.000354,0.000585,0.000719,0.047653,0.062544,0.001292,0.001699
194,0.004000,0.387538,0.679303,1.663425,0.419598,144.811221,153.973067,0.026974,0.039155,0.062561,0.073432,4.706806,6.360419,0.000228,0.000349,0.000576,0.000691,0.047028,0.064193,0.001275,0.001682
195,0.004000,0.387770,0.678895,1.698107,1.366465,143.352811,144.499017,0.026966,0.038856,0.062897,0.075582,4.708983,6.202656,0.000228,0.000347,0.000581,0.000716,0.047050,0.062629,0.001280,0.001689
196,0.004000,0.386879,0.680952,1.662334,2.815725,141.522991,148.922078,0.026927,0.040223,0.062835,0.079165,4.722516,6.492896,0.000228,0.000359,0.000579,0.000753,0.047185,0.065525,0.001279,0.001767
197,0.004000,0.387723,0.680346,1.708381,0.555828,143.683657,152.049553,0.027102,0.038505,0.063288,0.073413,4.742162,6.246004,0.000229,0.000344,0.000586,0.000692,0.047381,0.063067,0.001289,0.001667
198,0.004000,0.387617,0.678271,1.690781,1.283855,143.188665,153.444450,0.026888,0.039276,0.062180,0.074538,4.666496,6.175766,0.000227,0.000350,0.000573,0.000706,0.046625,0.062347,0.001267,0.001679
199,0.004000,0.387393,0.680763,1.666702,2.658346,142.593099,141.776692,0.026838,0.039755,0.062589,0.076788,4.715631,6.201253,0.000227,0.000355,0.000577,0.000729,0.047117,0.062608,0.001275,0.001710
200,0.004000,0.388653,0.682382,1.698363,2.259520,151.032664,165.801789,0.027264,0.039798,0.062926,0.076644,4.796198,6.442843,0.000231,0.000356,0.000581,0.000726,0.047922,0.065011,0.001291,0.001733
201,0.004000,0.389424,0.680417,1.746577,0.735542,147.484580,148.903711,0.031018,0.042309,0.069881,0.077824,5.394815,6.647087,0.000267,0.000379,0.000653,0.000733,0.053909,0.066387,0.001459,0.001775
202,0.004000,0.390547,0.681643,1.782120,1.509550,162.427187,166.946288,0.030777,0.042179,0.070291,0.082470,5.478903,6.899211,0.000265,0.000378,0.000656,0.000777,0.054749,0.068895,0.001468,0.001843
203,0.004000,0.388596,0.680472,1.710513,2.126788,149.367025,149.900376,0.030063,0.042576,0.068538,0.080280,5.303012,6.527131,0.000258,0.000381,0.000639,0.000757,0.052991,0.065181,0.001427,0.001790
204,0.004000,0.388660,0.681261,1.750128,1.228190,151.645829,162.349435,0.030209,0.042755,0.069436,0.083520,5.297725,6.520286,0.000259,0.000384,0.000647,0.000785,0.052938,0.065114,0.001436,0.001820
205,0.004000,0.390371,0.679794,1.737263,1.423033,158.275938,152.120340,0.030380,0.043538,0.069367,0.081764,5.363027,6.653515,0.000261,0.000391,0.000648,0.000771,0.053590,0.066447,0.001444,0.001826
206,0.004000,0.389337,0.680889,1.726034,2.028286,155.615997,173.585714,0.030146,0.041532,0.069300,0.079572,5.360106,6.613322,0.000259,0.000371,0.000646,0.000750,0.053561,0.066049,0.001440,0.001782
207,0.004000,0.389814,0.680368,1.758611,2.005786,229.686489,165.848071,0.030899,0.045478,0.070146,0.085738,5.488802,6.762863,0.000266,0.000409,0.000655,0.000812,0.054848,0.067541,0.001469,0.001896
208,0.004000,0.389787,0.679676,1.729364,1.697538,148.242652,169.505514,0.029990,0.041859,0.068278,0.083344,5.254222,6.725464,0.000257,0.000375,0.000637,0.000783,0.052502,0.067163,0.001419,0.001829
209,0.004000,0.389554,0.682024,1.749766,2.073544,170.972117,155.649888,0.030161,0.043336,0.068799,0.085323,5.366732,6.613901,0.000259,0.000389,0.000640,0.000806,0.053628,0.066048,0.001435,0.001855
210,0.004000,0.390851,0.679742,1.805205,1.087414,150.446809,136.692800,0.030427,0.041158,0.069197,0.076384,5.316661,6.232503,0.000261,0.000368,0.000645,0.000720,0.053127,0.062236,0.001438,0.001710
211,0.004000,0.389187,0.679278,1.758033,1.611546,150.993227,133.469583,0.030041,0.040675,0.068589,0.079322,5.264784,6.457529,0.000258,0.000364,0.000639,0.000747,0.052609,0.064484,0.001422,0.001756
212,0.004000,0.389841,0.681765,1.743030,1.586388,154.781611,162.821366,0.029948,0.040721,0.068427,0.079362,5.293524,6.432537,0.000257,0.000364,0.000638,0.000748,0.052895,0.064238,0.001424,0.001754
213,0.004000,0.388355,0.678995,1.708252,1.710041,147.485741,145.363095,0.029753,0.041911,0.067838,0.078788,5.191587,6.496741,0.000255,0.000375,0.000632,0.000743,0.051876,0.064876,0.001406,0.001767
214,0.004000,0.389686,0.678985,1.718501,1.365837,150.398969,152.780131,0.029970,0.041547,0.067705,0.079061,5.241056,6.505435,0.000257,0.000371,0.000630,0.000744,0.052370,0.064972,0.001410,0.001764
215,0.004000,0.388968,0.679171,1.722659,1.486487,147.902672,148.024700,0.029627,0.042438,0.067796,0.078775,5.184766,6.513506,0.000253,0.000380,0.000631,0.000742,0.051809,0.065040,0.001402,0.001773
216,0.004000,0.389734,0.682230,1.747919,2.008565,154.812278,157.047010,0.029706,0.043504,0.067871,0.080356,5.249156,6.339644,0.000254,0.000390,0.000632,0.000758,0.052452,0.063308,0.001411,0.001780
217,0.004000,0.388404,0.680370,1.725321,2.039966,145.020550,163.488560,0.029478,0.042016,0.067359,0.078602,5.170492,6.610586,0.000252,0.000376,0.000626,0.000742,0.051665,0.066009,0.001395,0.001778
218,0.004000,0.389225,0.682207,1.733020,2.639336,153.557693,159.573105,0.029766,0.041860,0.067821,0.080020,5.255944,6.491159,0.000255,0.000374,0.000631,0.000756,0.052519,0.064815,0.001411,0.001779
219,0.004000,0.389117,0.679050,1.786469,1.490426,151.505130,142.714079,0.029772,0.041721,0.067751,0.078430,5.236095,6.365800,0.000255,0.000373,0.000630,0.000740,0.052321,0.063575,0.001408,0.001749
220,0.004000,0.389697,0.679062,1.748990,1.085460,152.001311,152.451970,0.029811,0.041959,0.068114,0.080421,5.220221,6.370256,0.000255,0.000376,0.000634,0.000755,0.052162,0.063616,0.001411,0.001767
221,0.004000,0.388526,0.682379,1.717268,2.681940,147.834230,151.931842,0.029390,0.042471,0.067144,0.083466,5.180579,6.686375,0.000251,0.000380,0.000624,0.000790,0.051767,0.066767,0.001393,0.001838
222,0.004000,0.390788,0.677808,1.810299,1.431894,150.833785,140.286747,0.029672,0.041172,0.067664,0.076864,5.204535,6.242679,0.000254,0.000368,0.000629,0.000723,0.052006,0.062345,0.001403,0.001714
223,0.004000,0.388854,0.681176,1.744916,1.549937,152.391759,176.843746,0.029476,0.041587,0.067146,0.079718,5.218480,6.668879,0.000252,0.000372,0.000624,0.000750,0.052145,0.066592,0.001398,0.001788
224,0.004000,0.388994,0.680810,1.782290,1.981261,150.897728,158.625817,0.029540,0.040824,0.067526,0.079200,5.171099,6.565227,0.000253,0.000365,0.000628,0.000747,0.051671,0.065573,0.001398,0.001768
225,0.004000,0.389560,0.678567,1.778426,1.935736,148.549697,137.596743,0.029629,0.041798,0.067197,0.077856,5.145935,6.703271,0.000254,0.000374,0.000626,0.000734,0.051420,0.066946,0.001393,0.001778
226,0.004000,0.389334,0.681858,1.774592,1.990679,146.087703,152.012832,0.029221,0.042125,0.066602,0.080480,5.095687,6.445351,0.000250,0.000378,0.000618,0.000760,0.050918,0.064358,0.001377,0.001781
227,0.002000,0.387548,0.678615,1.692684,1.270579,149.572933,143.481279,0.025659,0.038214,0.060214,0.073058,4.619472,6.174800,0.000216,0.000340,0.000556,0.000685,0.046156,0.061666,0.001234,0.001642
228,0.002000,0.386534,0.679250,1.659946,0.943189,138.423852,142.619268,0.025064,0.038428,0.058357,0.071287,4.373952,6.094291,0.000210,0.000342,0.000538,0.000668,0.043702,0.060858,0.001185,0.001618
229,0.002000,0.386341,0.679672,1.653522,1.695448,138.036279,148.773366,0.024890,0.037753,0.058315,0.072844,4.364219,6.087497,0.000209,0.000335,0.000538,0.000684,0.043603,0.060786,0.001182,0.001627
230,0.002000,0.386264,0.679208,1.677115,1.273061,136.419879,136.480069,0.024813,0.038033,0.058077,0.072773,4.337316,6.191575,0.000208,0.000338,0.000535,0.000683,0.043335,0.061831,0.001176,0.001640
231,0.002000,0.386320,0.679676,1.666715,1.436875,138.404708,155.686905,0.024712,0.038247,0.058214,0.072997,4.356509,6.135529,0.000207,0.000340,0.000537,0.000685,0.043526,0.061267,0.001179,0.001637
232,0.002000,0.386394,0.679513,1.652618,1.480087,136.321841,143.501313,0.024591,0.038092,0.057715,0.072551,4.313931,6.272416,0.000206,0.000338,0.000531,0.000682,0.043102,0.062638,0.001168,0.001647
233,0.002000,0.386113,0.679153,1.666186,1.436135,138.527208,147.201481,0.024548,0.037817,0.057516,0.073991,4.333719,6.105551,0.000205,0.000336,0.000529,0.000694,0.043298,0.060964,0.001168,0.001640
234,0.002000,0.386587,0.678661,1.666257,1.541009,136.271495,143.008410,0.024703,0.038132,0.057794,0.073942,4.306181,6.125469,0.000207,0.000339,0.000532,0.000695,0.043024,0.061173,0.001169,0.001646
235,0.002000,0.386463,0.678945,1.659530,1.530266,137.151869,149.801948,0.024478,0.037615,0.057410,0.070587,4.292453,5.980159,0.000205,0.000334,0.000528,0.000663,0.042886,0.059710,0.001162,0.001593
236,0.002000,0.386082,0.679701,1.670330,1.389145,139.251031,153.285128,0.024536,0.037742,0.057776,0.072675,4.336838,6.226986,0.000205,0.000335,0.000532,0.000682,0.043330,0.062182,0.001171,0.001639
237,0.002000,0.386496,0.679175,1.656744,1.580064,137.166233,149.325000,0.024577,0.037475,0.057320,0.071841,4.320055,6.053792,0.000206,0.000333,0.000528,0.000675,0.043162,0.060455,0.001165,0.001612
238,0.002000,0.386300,0.679837,1.667597,1.483826,138.144493,152.267736,0.024402,0.037610,0.057479,0.072137,4.299809,6.065889,0.000204,0.000334,0.000529,0.000676,0.042959,0.060567,0.001163,0.001615
239,0.002000,0.386584,0.680029,1.655049,1.498998,137.507812,150.040279,0.024478,0.036915,0.057397,0.071389,4.308181,6.060862,0.000205,0.000328,0.000528,0.000670,0.043044,0.060521,0.001164,0.001602
240,0.002000,0.385907,0.679179,1.651503,1.678130,136.716176,141.777004,0.024269,0.037567,0.056962,0.071665,4.282625,5.947594,0.000203,0.000334,0.000524,0.000673,0.042787,0.059391,0.001154,0.001601
241,0.002000,0.386104,0.679762,1.664005,1.389212,136.289754,152.112803,0.024240,0.037659,0.056921,0.071060,4.251218,6.194563,0.000202,0.000334,0.000523,0.000667,0.042473,0.061857,0.001150,0.001619
242,0.002000,0.386173,0.679054,1.662602,1.357878,137.613612,143.340138,0.024210,0.037253,0.056695,0.071515,4.278451,5.963251,0.000202,0.000331,0.000521,0.000672,0.042746,0.059547,0.001151,0.001598
243,0.002000,0.386071,0.678879,1.670744,1.373380,138.617777,149.290354,0.024194,0.037212,0.056957,0.072450,4.253101,6.227009,0.000202,0.000330,0.000523,0.000679,0.042493,0.062179,0.001150,0.001631
244,0.002000,0.385925,0.679904,1.656348,1.604706,136.100235,152.951914,0.024178,0.037314,0.057026,0.071206,4.264993,6.066503,0.000202,0.000331,0.000525,0.000669,0.042612,0.060581,0.001153,0.001606
245,0.002000,0.385847,0.679688,1.644983,1.680417,138.751977,152.521163,0.024105,0.037604,0.056829,0.073344,4.280218,6.209151,0.000201,0.000334,0.000523,0.000688,0.042764,0.062002,0.001151,0.001642
246,0.002000,0.386159,0.678808,1.683747,1.506538,137.397299,148.394331,0.024185,0.036981,0.056907,0.070569,4.277897,5.969002,0.000202,0.000328,0.000523,0.000663,0.042741,0.059596,0.001153,0.001587
247,0.002000,0.385933,0.679281,1.665211,1.212499,136.390438,147.771008,0.024198,0.037685,0.056838,0.072376,4.265035,6.172972,0.000202,0.000334,0.000523,0.000678,0.042612,0.061643,0.001151,0.001629
248,0.002000,0.386373,0.679613,1.662801,1.457620,137.356002,147.568694,0.024192,0.036586,0.056772,0.071661,4.285722,5.958164,0.000202,0.000325,0.000522,0.000672,0.042818,0.059493,0.001152,0.001592
249,0.002000,0.385726,0.678468,1.664286,1.406614,136.715317,150.015059,0.023981,0.036804,0.056518,0.070757,4.247063,6.020551,0.000200,0.000326,0.000520,0.000664,0.042432,0.060117,0.001144,0.001591
250,0.002000,0.386059,0.680992,1.646755,1.639533,137.045542,154.954860,0.024077,0.037270,0.056425,0.071706,4.261488,6.084883,0.000201,0.000331,0.000519,0.000674,0.042576,0.060759,0.001145,0.001612
