epoch,lr,trainset_Energy_MAE,trainset_Force_MAE,trainset_Stress_MAE,trainset_Energy_Loss,trainset_Force_Loss,trainset_Stress_Loss,trainset_TotalLoss,validset_Energy_MAE,validset_Force_MAE,validset_Stress_MAE,validset_Energy_Loss,validset_Force_Loss,validset_Stress_Loss,validset_TotalLoss
2,125388,0.006455,0.025483,0.094400,6.973465,0.000211,0.000897,0.069685,0.001804,0.025651,0.093275,6.710648,0.000213,0.000885,0.067083,0.001769
2,127378,0.006417,0.024737,0.093336,6.898022,0.000203,0.000886,0.068930,0.001779,0.025781,0.092010,6.711419,0.000214,0.000873,0.067092,0.001757
2,129368,0.006379,0.028607,0.099727,7.592138,0.000242,0.000949,0.075871,0.001950,0.030750,0.104416,7.263361,0.000262,0.000997,0.072613,0.001985
2,131358,0.006342,0.027764,0.101799,7.350416,0.000233,0.000971,0.073454,0.001939,0.026011,0.096210,6.861671,0.000216,0.000915,0.068595,0.001817
2,133349,0.006304,0.025307,0.094724,7.088881,0.000209,0.000900,0.070839,0.001818,0.023101,0.093956,6.749484,0.000189,0.000892,0.067474,0.001755
2,135339,0.006266,0.024938,0.093573,6.896563,0.000206,0.000889,0.068916,0.001783,0.025265,0.091689,6.650280,0.000209,0.000869,0.066481,0.001743
2,137329,0.006227,0.025089,0.092525,6.837868,0.000207,0.000878,0.068329,0.001769,0.024284,0.092232,6.662581,0.000199,0.000875,0.066604,0.001740
2,139319,0.006189,0.024285,0.092321,6.799398,0.000199,0.000876,0.067944,0.001755,0.026956,0.091479,6.644633,0.000225,0.000867,0.066426,0.001756
2,141310,0.006151,0.024774,0.092165,6.864056,0.000204,0.000875,0.068591,0.001765,0.028301,0.091377,6.765543,0.000238,0.000866,0.067635,0.001780
2,143300,0.006113,0.024901,0.091847,6.825533,0.000205,0.000872,0.068205,0.001759,0.024903,0.092533,6.663587,0.000205,0.000878,0.066613,0.001749
2,145290,0.006074,0.030802,0.111698,8.746344,0.000263,0.001069,0.087414,0.002207,0.024636,0.095088,6.798182,0.000203,0.000903,0.067961,0.001786
2,147280,0.006036,0.023939,0.093507,6.870548,0.000196,0.000888,0.068656,0.001770,0.023365,0.091878,6.672318,0.000191,0.000871,0.066702,0.001729
2,149271,0.005997,0.024217,0.092068,6.783974,0.000199,0.000873,0.067790,0.001750,0.022848,0.092974,6.721176,0.000186,0.000883,0.067191,0.001741
2,151261,0.005959,0.023919,0.091424,6.752813,0.000196,0.000867,0.067478,0.001738,0.023658,0.090168,6.655249,0.000194,0.000854,0.066530,0.001713
2,153251,0.005920,0.024586,0.091732,6.782742,0.000202,0.000870,0.067778,0.001750,0.023243,0.092731,6.759191,0.000190,0.000880,0.067569,0.001745
2,155242,0.005881,0.027667,0.100580,7.326818,0.000233,0.000959,0.073218,0.001924,0.025347,0.095853,6.861134,0.000210,0.000911,0.068588,0.001807
2,157232,0.005842,0.023770,0.093494,6.984862,0.000194,0.000888,0.069799,0.001780,0.022794,0.091193,6.637865,0.000186,0.000864,0.066356,0.001714
2,159222,0.005804,0.023762,0.091079,6.710160,0.000194,0.000865,0.067052,0.001729,0.022584,0.091505,6.639013,0.000184,0.000868,0.066370,0.001715
2,161212,0.005765,0.023748,0.090680,6.708526,0.000194,0.000860,0.067035,0.001724,0.024284,0.091219,6.836183,0.000199,0.000865,0.068341,0.001747
2,163203,0.005726,0.025019,0.093519,6.921050,0.000207,0.000888,0.069161,0.001787,0.024193,0.096345,6.949730,0.000199,0.000916,0.069476,0.001810
2,165193,0.005687,0.023982,0.092242,6.787248,0.000196,0.000876,0.067823,0.001750,0.023286,0.090876,6.635275,0.000190,0.000861,0.066333,0.001715
2,167183,0.005648,0.023933,0.090644,6.767692,0.000196,0.000859,0.067627,0.001731,0.025406,0.090455,6.770859,0.000210,0.000857,0.067687,0.001744
2,169173,0.005609,0.023703,0.090627,6.684913,0.000194,0.000860,0.066799,0.001721,0.027386,0.090809,6.611165,0.000229,0.000861,0.066089,0.001750
2,171164,0.005570,0.023476,0.091038,6.800882,0.000191,0.000863,0.067959,0.001734,0.025631,0.095019,11.019904,0.000213,0.000903,0.110106,0.002217
2,173154,0.005530,0.023351,0.090315,6.739113,0.000190,0.000856,0.067341,0.001720,0.024277,0.090876,7.274067,0.000200,0.000861,0.072707,0.001788
2,175144,0.005491,0.031614,0.123486,8.408897,0.000272,0.001193,0.084039,0.002305,0.029838,0.115038,7.835415,0.000254,0.001102,0.078333,0.002139
2,177135,0.005452,0.024870,0.100905,7.169594,0.000205,0.000962,0.071646,0.001883,0.022752,0.094765,6.794526,0.000185,0.000900,0.067921,0.001765
2,179125,0.005413,0.024380,0.094718,7.086728,0.000200,0.000901,0.070817,0.001809,0.028402,0.101046,7.221955,0.000239,0.000963,0.072193,0.001924
2,181115,0.005374,0.023468,0.092776,6.831016,0.000191,0.000880,0.068260,0.001754,0.025631,0.091764,6.798511,0.000213,0.000870,0.067962,0.001762
2,183105,0.005334,0.032440,0.111452,7.933312,0.000280,0.001069,0.079283,0.002142,0.044505,0.136711,15.563586,0.000399,0.001320,0.155502,0.003274
2,185096,0.005295,0.028623,0.109708,7.715538,0.000242,0.001050,0.077105,0.002063,0.027019,0.100787,7.161620,0.000226,0.000960,0.071595,0.001902
2,187086,0.005256,0.024031,0.096585,6.913018,0.000197,0.000919,0.069080,0.001806,0.023168,0.094337,6.811987,0.000189,0.000896,0.068094,0.001766
2,189076,0.005216,0.024097,0.094509,7.015115,0.000198,0.000898,0.070101,0.001797,0.023830,0.092242,6.737950,0.000196,0.000875,0.067357,0.001744
2,191066,0.005177,0.023709,0.091527,6.702952,0.000194,0.000868,0.066980,0.001732,0.024434,0.092445,6.879508,0.000201,0.000877,0.068774,0.001765
2,193057,0.005138,0.023679,0.091272,6.802887,0.000194,0.000866,0.067979,0.001739,0.023692,0.090898,6.778458,0.000194,0.000862,0.067761,0.001733
2,195047,0.005098,0.023392,0.090911,6.790433,0.000191,0.000862,0.067854,0.001731,0.023964,0.090943,6.879340,0.000197,0.000862,0.068772,0.001746
2,197037,0.005059,0.022998,0.090066,6.758829,0.000187,0.000854,0.067538,0.001716,0.022701,0.091015,6.679730,0.000184,0.000862,0.066775,0.001714
2,199028,0.005020,0.023002,0.090089,6.654369,0.000187,0.000854,0.066485,0.001706,0.023589,0.090100,6.767520,0.000193,0.000854,0.067650,0.001723
3,1991,0.004980,0.023238,0.089912,6.771238,0.000189,0.000852,0.067662,0.001718,0.022638,0.090096,6.667816,0.000184,0.000854,0.066658,0.001704
3,3981,0.004941,0.022901,0.089329,6.679389,0.000186,0.000846,0.066744,0.001700,0.021979,0.088555,6.521056,0.000178,0.000838,0.065186,0.001668
3,5971,0.004902,0.022536,0.089279,6.614930,0.000182,0.000846,0.066099,0.001689,0.024815,0.088490,6.539220,0.000204,0.000838,0.065372,0.001695
3,7962,0.004862,0.022474,0.088690,6.715589,0.000182,0.000840,0.067106,0.001693,0.024059,0.087898,6.759278,0.000197,0.000831,0.067571,0.001704
3,9952,0.004823,0.022145,0.088773,6.704516,0.000179,0.000840,0.066995,0.001689,0.022042,0.088615,6.579445,0.000179,0.000839,0.065771,0.001675
3,11942,0.004784,0.022565,0.088542,6.755443,0.000183,0.000838,0.067505,0.001696,0.021610,0.088177,6.514423,0.000174,0.000835,0.065120,0.001660
3,13932,0.004744,0.024355,0.094726,7.233036,0.000201,0.000901,0.072280,0.001824,0.022449,0.091567,6.681053,0.000182,0.000868,0.066783,0.001718
3,15923,0.004705,0.028493,0.108112,8.150715,0.000241,0.001036,0.081457,0.002091,0.027765,0.112859,8.752715,0.000234,0.001081,0.087493,0.002189
3,17913,0.004666,0.023913,0.098362,7.191894,0.000196,0.000937,0.071869,0.001851,0.024543,0.093610,6.811164,0.000202,0.000888,0.068089,0.001771
3,19903,0.004626,0.022405,0.091300,6.716242,0.000181,0.000866,0.067113,0.001719,0.023237,0.090224,6.599451,0.000190,0.000855,0.065971,0.001704
3,21893,0.004587,0.022701,0.091830,6.782352,0.000184,0.000871,0.067774,0.001733,0.026206,0.100011,7.187661,0.000218,0.000953,0.071853,0.001889
3,23884,0.004548,0.022603,0.091829,6.751041,0.000183,0.000871,0.067460,0.001729,0.022790,0.090017,6.633911,0.000185,0.000852,0.066316,0.001701
3,25874,0.004509,0.045712,0.152048,20.255422,0.000411,0.001446,0.202504,0.003882,0.033589,0.115936,7.877311,0.000290,0.001112,0.078752,0.002189
3,27864,0.004470,0.026733,0.105433,7.418630,0.000223,0.001007,0.074136,0.001972,0.024199,0.099872,7.001555,0.000199,0.000951,0.069994,0.001851
3,29855,0.004430,0.024328,0.097164,6.912080,0.000200,0.000924,0.069071,0.001815,0.024507,0.095130,6.844592,0.000202,0.000904,0.068426,0.001790
3,31845,0.004391,0.023378,0.093739,6.843533,0.000191,0.000890,0.068385,0.001765,0.023852,0.092212,6.708645,0.000196,0.000875,0.067067,0.001741
3,33835,0.004352,0.023119,0.091455,6.724990,0.000188,0.000868,0.067200,0.001728,0.022735,0.090907,6.679185,0.000185,0.000862,0.066773,0.001714
3,35825,0.004313,0.022750,0.090393,6.688559,0.000184,0.000857,0.066836,0.001710,0.025067,0.090248,6.618757,0.000207,0.000855,0.066165,0.001723
3,37816,0.004274,0.022527,0.089551,6.592602,0.000182,0.000849,0.065876,0.001690,0.023077,0.089895,6.638091,0.000188,0.000852,0.066357,0.001703
3,39806,0.004235,0.022967,0.090080,6.759501,0.000187,0.000854,0.067545,0.001716,0.022684,0.089317,6.565765,0.000184,0.000846,0.065637,0.001686
3,41796,0.004196,0.022605,0.089600,6.693478,0.000183,0.000849,0.066885,0.001701,0.024506,0.090085,6.633441,0.000202,0.000853,0.066311,0.001718
3,43786,0.004158,0.022660,0.088854,6.562219,0.000184,0.000841,0.065572,0.001681,0.022235,0.088490,6.605457,0.000180,0.000837,0.066032,0.001678
3,45777,0.004119,0.029828,0.105697,10.833824,0.000254,0.001014,0.108288,0.002351,0.025385,0.097654,6.988910,0.000210,0.000929,0.069865,0.001838
3,47767,0.004080,0.022719,0.092843,6.781593,0.000184,0.000881,0.067766,0.001743,0.023496,0.090831,6.626934,0.000192,0.000861,0.066247,0.001715
3,49757,0.004041,0.022956,0.090041,6.691129,0.000187,0.000853,0.066861,0.001709,0.023534,0.089217,6.643934,0.000192,0.000845,0.066417,0.001701
3,51748,0.004003,0.021771,0.088694,6.640599,0.000175,0.000840,0.066356,0.001678,0.021853,0.088322,6.520297,0.000176,0.000836,0.065184,0.001664
3,53738,0.003964,0.021651,0.088131,6.601226,0.000174,0.000835,0.065962,0.001668,0.021766,0.089358,6.632228,0.000176,0.000846,0.066299,0.001685
3,55728,0.003926,0.022099,0.088686,6.657117,0.000178,0.000840,0.066521,0.001683,0.021602,0.088188,6.525305,0.000174,0.000834,0.065233,0.001661
3,57718,0.003887,0.023199,0.091079,6.779487,0.000189,0.000863,0.067745,0.001729,0.021891,0.088979,6.636116,0.000177,0.000842,0.066341,0.001682
3,59709,0.003849,0.021865,0.088090,6.642407,0.000176,0.000834,0.066374,0.001674,0.021109,0.087718,6.495268,0.000170,0.000830,0.064930,0.001649
3,61699,0.003811,0.022360,0.087886,6.546765,0.000181,0.000832,0.065418,0.001667,0.021550,0.088120,6.515090,0.000174,0.000834,0.065129,0.001659
3,63689,0.003773,0.021484,0.087336,6.677730,0.000172,0.000826,0.066727,0.001666,0.022577,0.087104,6.518474,0.000183,0.000823,0.065162,0.001658
3,65679,0.003734,0.021640,0.087819,6.589777,0.000174,0.000831,0.065848,0.001664,0.021170,0.087176,6.525987,0.000170,0.000824,0.065238,0.001647
3,67670,0.003696,0.021728,0.087333,6.553221,0.000175,0.000826,0.065482,0.001656,0.022747,0.087372,6.474966,0.000185,0.000826,0.064728,0.001658
3,69660,0.003658,0.021506,0.087288,6.647613,0.000173,0.000826,0.066426,0.001663,0.021704,0.087869,6.477968,0.000175,0.000831,0.064758,0.001654
3,71650,0.003621,0.020938,0.086782,6.516757,0.000167,0.000821,0.065118,0.001639,0.022068,0.087714,6.497915,0.000178,0.000829,0.064958,0.001657
3,73640,0.003583,0.020874,0.086703,6.532437,0.000167,0.000820,0.065274,0.001640,0.021499,0.086653,6.473691,0.000173,0.000819,0.064715,0.001639
3,75631,0.003545,0.021325,0.086807,6.646998,0.000171,0.000821,0.066420,0.001656,0.021564,0.086874,6.502910,0.000174,0.000821,0.065007,0.001645
3,77621,0.003507,0.021063,0.086848,6.510941,0.000168,0.000822,0.065060,0.001641,0.021810,0.086635,6.503326,0.000176,0.000819,0.065011,0.001645
3,79611,0.003470,0.021112,0.086467,6.584611,0.000169,0.000818,0.065796,0.001645,0.022613,0.086993,6.476320,0.000183,0.000823,0.064744,0.001653
3,81602,0.003432,0.021033,0.086543,6.611788,0.000168,0.000818,0.066068,0.001647,0.022156,0.088879,6.741924,0.000180,0.000841,0.067395,0.001695
3,83592,0.003395,0.021327,0.088183,6.707786,0.000171,0.000836,0.067028,0.001677,0.021431,0.086735,6.495655,0.000173,0.000820,0.064933,0.001642
3,85582,0.003358,0.020921,0.087247,6.529537,0.000167,0.000825,0.065245,0.001645,0.023302,0.089783,6.670669,0.000190,0.000850,0.066686,0.001707
3,87572,0.003321,0.020570,0.086679,6.524306,0.000164,0.000820,0.065193,0.001636,0.022657,0.085997,6.468507,0.000183,0.000813,0.064663,0.001643
3,89563,0.003284,0.020694,0.086423,6.507960,0.000165,0.000818,0.065030,0.001633,0.022907,0.087087,6.468686,0.000186,0.000824,0.064664,0.001656
3,91553,0.003247,0.020986,0.086426,6.499848,0.000168,0.000817,0.064949,0.001635,0.021666,0.085571,6.407501,0.000175,0.000808,0.064054,0.001624
3,93543,0.003210,0.020641,0.086260,6.517063,0.000164,0.000816,0.065121,0.001631,0.021039,0.085985,6.440396,0.000169,0.000812,0.064380,0.001625
3,95533,0.003173,0.020267,0.085814,6.570608,0.000161,0.000811,0.065656,0.001629,0.021897,0.086414,6.460130,0.000177,0.000817,0.064579,0.001639
3,97524,0.003137,0.020424,0.085649,6.518223,0.000162,0.000810,0.065132,0.001623,0.022664,0.085595,6.419069,0.000184,0.000808,0.064167,0.001634
3,99514,0.003100,0.020515,0.085745,6.494400,0.000163,0.000811,0.064894,0.001623,0.021425,0.085506,6.411647,0.000172,0.000808,0.064095,0.001621
3,101504,0.003064,0.021060,0.087430,6.740480,0.000169,0.000827,0.067355,0.001669,0.021440,0.087372,6.491498,0.000172,0.000826,0.064894,0.001648
3,103495,0.003028,0.020207,0.085844,6.461370,0.000160,0.000812,0.064564,0.001618,0.020631,0.085754,6.421765,0.000165,0.000810,0.064196,0.001617
3,105485,0.002992,0.019844,0.085702,6.483423,0.000157,0.000810,0.064784,0.001615,0.020656,0.085376,6.393101,0.000165,0.000806,0.063908,0.001611
3,107475,0.002956,0.020133,0.085481,6.448042,0.000160,0.000808,0.064431,0.001612,0.021797,0.085608,6.402498,0.000176,0.000808,0.064002,0.001624
3,109465,0.002920,0.020260,0.085412,6.493382,0.000161,0.000807,0.064884,0.001617,0.021246,0.085168,6.428211,0.000170,0.000804,0.064260,0.001617
3,111456,0.002884,0.020476,0.085483,6.505010,0.000163,0.000808,0.065000,0.001621,0.021043,0.086133,6.423260,0.000169,0.000814,0.064211,0.001625
3,113446,0.002848,0.029122,0.108899,8.869058,0.000248,0.001040,0.088641,0.002175,0.028092,0.101808,7.374328,0.000237,0.000971,0.073723,0.001945
3,115436,0.002813,0.023500,0.095217,7.006853,0.000192,0.000905,0.070019,0.001798,0.022500,0.091246,6.745057,0.000183,0.000865,0.067427,0.001723
3,117426,0.002778,0.021048,0.088987,6.629555,0.000169,0.000843,0.066246,0.001675,0.021023,0.087451,6.513859,0.000169,0.000827,0.065114,0.001647
3,119417,0.002742,0.020303,0.086760,6.558280,0.000162,0.000820,0.065533,0.001637,0.020799,0.086319,6.438866,0.000167,0.000816,0.064366,0.001626
3,121407,0.002707,0.020168,0.085349,6.541040,0.000160,0.000807,0.065360,0.001621,0.020903,0.085170,6.441242,0.000168,0.000804,0.064391,0.001616
3,123397,0.002672,0.019914,0.085329,6.427719,0.000158,0.000806,0.064227,0.001606,0.020921,0.085870,6.407413,0.000168,0.000811,0.064052,0.001619
3,125388,0.002638,0.019606,0.085078,6.480967,0.000155,0.000804,0.064760,0.001606,0.021927,0.085334,6.390294,0.000177,0.000806,0.063879,0.001622
3,127378,0.002603,0.019985,0.084723,6.353469,0.000158,0.000800,0.063485,0.001593,0.021099,0.085569,6.386344,0.000169,0.000808,0.063841,0.001616
3,129368,0.002569,0.021532,0.088787,7.029061,0.000174,0.000841,0.070241,0.001717,0.023410,0.090735,6.755534,0.000192,0.000860,0.067530,0.001727
3,131358,0.002534,0.019761,0.086308,6.547428,0.000156,0.000816,0.065424,0.001626,0.020059,0.085573,6.422576,0.000160,0.000808,0.064202,0.001610
3,133349,0.002500,0.019523,0.084729,6.428758,0.000154,0.000801,0.064238,0.001597,0.021125,0.085154,6.393082,0.000169,0.000804,0.063909,0.001613
3,135339,0.002466,0.021857,0.088426,7.426328,0.000177,0.000837,0.074213,0.001755,0.021717,0.087482,6.566058,0.000175,0.000827,0.065636,0.001659
3,137329,0.002432,0.020164,0.085985,6.485523,0.000160,0.000813,0.064805,0.001621,0.021179,0.085325,6.440622,0.000170,0.000806,0.064384,0.001620
3,139319,0.002398,0.019963,0.085037,6.517759,0.000158,0.000804,0.065128,0.001613,0.020461,0.084741,6.376503,0.000164,0.000800,0.063742,0.001601
3,141310,0.002365,0.020073,0.085968,6.588598,0.000159,0.000814,0.065836,0.001631,0.020355,0.085419,6.376806,0.000162,0.000807,0.063746,0.001606
3,143300,0.002332,0.019200,0.084672,6.402743,0.000151,0.000800,0.063978,0.001590,0.020502,0.085432,6.374661,0.000164,0.000807,0.063724,0.001608
3,145290,0.002298,0.019529,0.084679,6.554451,0.000154,0.000800,0.065495,0.001609,0.022693,0.084454,6.391031,0.000184,0.000797,0.063888,0.001620
3,147280,0.002265,0.019522,0.084760,6.410523,0.000154,0.000801,0.064055,0.001595,0.020113,0.084678,6.401199,0.000161,0.000799,0.063990,0.001600
3,149271,0.002232,0.019678,0.084638,6.413534,0.000156,0.000799,0.064085,0.001596,0.020475,0.084575,6.364841,0.000163,0.000798,0.063627,0.001598
3,151261,0.002200,0.019469,0.084670,6.480821,0.000153,0.000800,0.064758,0.001601,0.020948,0.085610,6.412161,0.000168,0.000809,0.064099,0.001618
3,153251,0.002167,0.019485,0.084478,6.396901,0.000154,0.000798,0.063919,0.001591,0.020128,0.085208,6.378004,0.000160,0.000804,0.063758,0.001602
3,155242,0.002135,0.019423,0.084342,6.443110,0.000153,0.000797,0.064381,0.001594,0.020360,0.084443,6.387529,0.000162,0.000797,0.063854,0.001598
3,157232,0.002103,0.019031,0.084147,6.472412,0.000149,0.000794,0.064674,0.001590,0.020810,0.084576,6.361895,0.000166,0.000798,0.063596,0.001601
3,159222,0.002071,0.019285,0.084225,6.331713,0.000152,0.000796,0.063267,0.001580,0.020206,0.084188,6.349114,0.000161,0.000794,0.063469,0.001590
3,161212,0.002039,0.018999,0.083887,6.304049,0.000149,0.000792,0.062991,0.001571,0.020665,0.084293,6.382996,0.000166,0.000796,0.063808,0.001599
3,163203,0.002007,0.020253,0.085219,6.832428,0.000161,0.000805,0.068274,0.001649,0.021560,0.089165,6.663116,0.000174,0.000844,0.066608,0.001684
3,165193,0.001976,0.019395,0.084689,6.414914,0.000153,0.000800,0.064099,0.001595,0.019750,0.084043,6.356948,0.000157,0.000793,0.063546,0.001585
3,167183,0.001945,0.019100,0.083664,6.403336,0.000150,0.000790,0.063983,0.001580,0.019833,0.083760,6.340275,0.000158,0.000790,0.063380,0.001582
3,169173,0.001913,0.019003,0.083480,6.364434,0.000149,0.000789,0.063594,0.001574,0.020691,0.083970,6.356585,0.000165,0.000792,0.063545,0.001593
3,171164,0.001883,0.018996,0.083568,6.367415,0.000149,0.000789,0.063624,0.001574,0.019680,0.083706,6.307789,0.000156,0.000790,0.063058,0.001577
3,173154,0.001852,0.018833,0.083677,6.377666,0.000148,0.000790,0.063727,0.001575,0.020388,0.083651,6.374073,0.000163,0.000789,0.063718,0.001589
3,175144,0.001821,0.018944,0.083676,6.449076,0.000149,0.000790,0.064441,0.001583,0.019661,0.084400,6.342828,0.000156,0.000796,0.063407,0.001587
3,177135,0.001791,0.019019,0.083899,6.397848,0.000150,0.000792,0.063929,0.001581,0.019495,0.083771,6.314078,0.000155,0.000790,0.063118,0.001576
3,179125,0.001761,0.018539,0.083049,6.326997,0.000145,0.000784,0.063220,0.001560,0.019852,0.083701,6.324160,0.000158,0.000790,0.063219,0.001580
3,181115,0.001731,0.018812,0.083244,6.436189,0.000147,0.000785,0.064312,0.001576,0.020001,0.083696,6.310898,0.000159,0.000790,0.063086,0.001580
3,183105,0.001701,0.018846,0.083243,6.329790,0.000148,0.000785,0.063248,0.001566,0.019997,0.083682,6.324763,0.000159,0.000790,0.063225,0.001581
3,185096,0.001672,0.019025,0.084069,6.469978,0.000150,0.000794,0.064650,0.001590,0.019561,0.083771,6.315353,0.000155,0.000790,0.063132,0.001577
3,187086,0.001643,0.018500,0.083244,6.433578,0.000145,0.000785,0.064286,0.001573,0.020442,0.083522,6.298196,0.000163,0.000788,0.062960,0.001580
3,189076,0.001614,0.018978,0.083120,6.402181,0.000149,0.000784,0.063972,0.001573,0.020246,0.083405,6.325758,0.000162,0.000787,0.063236,0.001581
3,191066,0.001585,0.018708,0.083269,6.368264,0.000147,0.000786,0.063633,0.001569,0.019715,0.083293,6.398864,0.000157,0.000786,0.063965,0.001582
3,193057,0.001556,0.018882,0.083031,6.326637,0.000148,0.000783,0.063216,0.001564,0.019667,0.083563,6.372148,0.000156,0.000788,0.063699,0.001581
3,195047,0.001528,0.020876,0.087561,8.063069,0.000168,0.000830,0.080581,0.001803,0.024457,0.098794,7.364774,0.000202,0.000940,0.073625,0.001878
3,197037,0.001499,0.019275,0.087607,6.510404,0.000152,0.000829,0.065054,0.001632,0.019303,0.084611,6.391360,0.000153,0.000799,0.063891,0.001591
3,199028,0.001471,0.018334,0.083628,6.462253,0.000143,0.000789,0.064567,0.001578,0.019389,0.083667,6.327051,0.000154,0.000789,0.063249,0.001576
4,1991,0.001444,0.018361,0.083287,6.447909,0.000144,0.000786,0.064429,0.001574,0.019076,0.083501,6.331317,0.000151,0.000788,0.063291,0.001572
4,3981,0.001416,0.018262,0.082820,6.529109,0.000143,0.000781,0.065241,0.001576,0.019034,0.083179,6.293309,0.000150,0.000784,0.062912,0.001564
4,5971,0.001389,0.018490,0.082787,6.369235,0.000145,0.000781,0.063642,0.001562,0.019127,0.083003,6.290423,0.000151,0.000783,0.062881,0.001563
4,7962,0.001362,0.018655,0.082739,6.353033,0.000146,0.000781,0.063480,0.001562,0.019607,0.083323,6.296245,0.000155,0.000786,0.062941,0.001571
4,9952,0.001335,0.018571,0.082845,6.404726,0.000146,0.000782,0.063997,0.001567,0.019129,0.083134,6.296735,0.000152,0.000784,0.062946,0.001565
4,11942,0.001308,0.018064,0.082796,6.324181,0.000140,0.000781,0.063192,0.001553,0.020514,0.083182,6.286664,0.000164,0.000784,0.062845,0.001577
4,13932,0.001282,0.018341,0.082545,6.286825,0.000143,0.000779,0.062818,0.001550,0.019314,0.083274,6.303992,0.000153,0.000786,0.063017,0.001569
4,15923,0.001255,0.018805,0.082804,6.348017,0.000148,0.000782,0.063430,0.001564,0.019683,0.082922,6.302301,0.000156,0.000782,0.063003,0.001568
4,17913,0.001229,0.018210,0.082656,6.172260,0.000142,0.000780,0.061673,0.001538,0.019386,0.083247,6.288929,0.000154,0.000785,0.062867,0.001568
4,19903,0.001204,0.017952,0.082566,6.312634,0.000139,0.000779,0.063076,0.001549,0.019580,0.082709,6.290883,0.000155,0.000780,0.062888,0.001564
4,21893,0.001178,0.018147,0.082552,6.405966,0.000141,0.000779,0.064010,0.001560,0.019220,0.082885,6.293254,0.000152,0.000782,0.062910,0.001563
4,23884,0.001153,0.018511,0.082109,6.278815,0.000145,0.000774,0.062738,0.001547,0.019062,0.082412,6.287497,0.000151,0.000777,0.062853,0.001556
4,25874,0.001128,0.018395,0.082270,6.371632,0.000144,0.000776,0.063666,0.001557,0.019046,0.082825,6.288072,0.000151,0.000781,0.062858,0.001560
4,27864,0.001103,0.018218,0.082165,6.293675,0.000142,0.000775,0.062887,0.001546,0.019235,0.082490,6.277508,0.000152,0.000778,0.062753,0.001557
4,29855,0.001079,0.018114,0.082375,6.283528,0.000141,0.000777,0.062785,0.001546,0.019218,0.082403,6.289331,0.000152,0.000777,0.062871,0.001557
4,31845,0.001054,0.018073,0.082967,6.466609,0.000141,0.000783,0.064616,0.001570,0.026158,0.100539,7.719461,0.000218,0.000958,0.077168,0.001947
4,33835,0.001030,0.018079,0.083286,6.465261,0.000141,0.000786,0.064603,0.001573,0.018799,0.082378,6.272138,0.000148,0.000776,0.062698,0.001552
4,35825,0.001006,0.018714,0.083203,7.602672,0.000147,0.000785,0.075977,0.001692,0.019798,0.084853,6.426463,0.000158,0.000801,0.064242,0.001601
4,37816,0.000983,0.018196,0.082896,6.411364,0.000142,0.000782,0.064064,0.001565,0.019006,0.082848,6.285367,0.000151,0.000781,0.062831,0.001560
4,39806,0.000960,0.018261,0.082378,6.296427,0.000143,0.000777,0.062914,0.001549,0.018840,0.082503,6.269498,0.000149,0.000778,0.062673,0.001553
4,41796,0.000937,0.018200,0.082357,6.238306,0.000142,0.000776,0.062333,0.001542,0.019674,0.082243,6.259604,0.000156,0.000775,0.062574,0.001557
4,43786,0.000914,0.018195,0.082423,6.283074,0.000142,0.000777,0.062781,0.001547,0.018774,0.082229,6.261534,0.000148,0.000775,0.062593,0.001549
4,45777,0.000891,0.017590,0.081970,6.243977,0.000136,0.000773,0.062390,0.001533,0.019442,0.082316,6.264090,0.000154,0.000776,0.062620,0.001556
4,47767,0.000869,0.018443,0.082246,6.324990,0.000145,0.000776,0.063200,0.001553,0.019218,0.082349,6.252838,0.000152,0.000776,0.062508,0.001554
4,49757,0.000847,0.017829,0.081844,6.340067,0.000139,0.000771,0.063351,0.001544,0.019372,0.082565,6.299625,0.000153,0.000778,0.062973,0.001561
4,51748,0.000825,0.018068,0.081965,6.235151,0.000141,0.000773,0.062302,0.001537,0.018771,0.082169,6.252980,0.000148,0.000774,0.062508,0.001548
4,53738,0.000803,0.017490,0.081860,6.340179,0.000135,0.000772,0.063352,0.001541,0.018513,0.082046,6.254741,0.000146,0.000773,0.062526,0.001544
4,55728,0.000782,0.017421,0.081576,6.289172,0.000135,0.000769,0.062842,0.001532,0.018674,0.081964,6.243167,0.000147,0.000772,0.062409,0.001544
4,57718,0.000761,0.017884,0.081709,6.336079,0.000139,0.000770,0.063311,0.001543,0.018544,0.081987,6.244775,0.000146,0.000773,0.062426,0.001543
4,59709,0.000740,0.017983,0.081660,6.298344,0.000140,0.000770,0.062934,0.001540,0.019328,0.082137,6.244794,0.000153,0.000774,0.062425,0.001551
4,61699,0.000720,0.017531,0.081790,6.297466,0.000136,0.000771,0.062925,0.001536,0.018883,0.082160,6.262524,0.000149,0.000774,0.062603,0.001550
4,63689,0.000700,0.017602,0.081792,6.394116,0.000137,0.000771,0.063891,0.001547,0.018619,0.081880,6.248163,0.000147,0.000771,0.062460,0.001543
4,65679,0.000680,0.017740,0.081437,6.202032,0.000138,0.000767,0.061970,0.001525,0.018330,0.081896,6.265629,0.000144,0.000772,0.062633,0.001542
4,67670,0.000660,0.017352,0.081492,6.313875,0.000134,0.000768,0.063089,0.001533,0.018970,0.081646,6.234367,0.000150,0.000769,0.062322,0.001542
