epoch,lr,trainset_Energy_MAE,trainset_Force_MAE,trainset_Stress_MAE,trainset_Energy_Loss,trainset_Force_Loss,trainset_Stress_Loss,trainset_TotalLoss,validset_Energy_MAE,validset_Force_MAE,validset_Stress_MAE,validset_Energy_Loss,validset_Force_Loss,validset_Stress_Loss,validset_TotalLoss
4,69660,0.000641,0.017852,0.081590,6.285409,0.000139,0.000769,0.062804,0.001537,0.018304,0.081734,6.232636,0.000144,0.000770,0.062305,0.001537
4,71650,0.000622,0.017662,0.081414,6.285534,0.000137,0.000767,0.062805,0.001533,0.018714,0.081860,6.230657,0.000148,0.000771,0.062285,0.001542
4,73640,0.000603,0.017137,0.081646,6.291767,0.000132,0.000770,0.062868,0.001530,0.018492,0.081794,6.228497,0.000146,0.000771,0.062264,0.001539
4,75631,0.000584,0.017515,0.081299,6.353911,0.000136,0.000766,0.063489,0.001537,0.018471,0.081735,6.234628,0.000146,0.000770,0.062323,0.001539
4,77621,0.000566,0.017257,0.081191,6.366249,0.000133,0.000765,0.063613,0.001535,0.018170,0.081515,6.228180,0.000143,0.000768,0.062259,0.001533
4,79611,0.000548,0.017508,0.081511,6.297217,0.000136,0.000769,0.062922,0.001534,0.018748,0.081540,6.237273,0.000148,0.000768,0.062350,0.001539
4,81602,0.000530,0.017599,0.081263,6.261594,0.000137,0.000766,0.062566,0.001528,0.018529,0.081521,6.218587,0.000146,0.000768,0.062163,0.001536
4,83592,0.000512,0.016968,0.080819,6.188036,0.000131,0.000762,0.061830,0.001511,0.018554,0.081559,6.233389,0.000146,0.000768,0.062312,0.001538
4,85582,0.000495,0.017381,0.081230,6.285317,0.000135,0.000765,0.062803,0.001528,0.018746,0.081502,6.222894,0.000148,0.000768,0.062208,0.001538
4,87572,0.000478,0.017161,0.081142,6.347688,0.000133,0.000765,0.063427,0.001532,0.019142,0.081533,6.215524,0.000151,0.000768,0.062134,0.001540
4,89563,0.000462,0.016515,0.081158,6.312194,0.000126,0.000765,0.063072,0.001522,0.018420,0.081426,6.212496,0.000145,0.000767,0.062103,0.001533
4,91553,0.000445,0.017079,0.080959,6.211763,0.000132,0.000763,0.062068,0.001515,0.018353,0.081493,6.214886,0.000144,0.000768,0.062127,0.001533
4,93543,0.000429,0.017135,0.080947,6.343054,0.000133,0.000763,0.063381,0.001529,0.018145,0.081470,6.219840,0.000143,0.000767,0.062176,0.001532
4,95533,0.000413,0.017203,0.081135,6.346309,0.000133,0.000765,0.063413,0.001532,0.018307,0.081457,6.220114,0.000144,0.000767,0.062179,0.001533
4,97524,0.000398,0.017026,0.081089,6.222266,0.000131,0.000764,0.062173,0.001517,0.018148,0.081272,6.208868,0.000143,0.000765,0.062067,0.001529
4,99514,0.000383,0.017200,0.081124,6.227328,0.000133,0.000764,0.062223,0.001520,0.018106,0.081319,6.208765,0.000142,0.000766,0.062066,0.001529
4,101504,0.000368,0.016815,0.080870,6.245102,0.000129,0.000762,0.062401,0.001516,0.018093,0.081341,6.210200,0.000142,0.000766,0.062080,0.001529
4,103495,0.000353,0.016836,0.080995,6.312971,0.000130,0.000763,0.063080,0.001524,0.018114,0.081278,6.204940,0.000143,0.000765,0.062026,0.001528
4,105485,0.000339,0.017209,0.080855,6.304424,0.000133,0.000762,0.062994,0.001525,0.018141,0.081256,6.212736,0.000143,0.000765,0.062105,0.001529
4,107475,0.000324,0.017270,0.080827,6.332701,0.000134,0.000761,0.063277,0.001528,0.018358,0.081291,6.208137,0.000145,0.000766,0.062059,0.001531
4,109465,0.000311,0.017274,0.081100,6.273183,0.000134,0.000764,0.062682,0.001525,0.018067,0.081247,6.208045,0.000142,0.000765,0.062058,0.001528
4,111456,0.000297,0.016677,0.080760,6.304699,0.000128,0.000761,0.062997,0.001519,0.018171,0.081177,6.211108,0.000143,0.000764,0.062089,0.001528
4,113446,0.000284,0.016864,0.080839,6.346147,0.000130,0.000762,0.063412,0.001526,0.018135,0.081192,6.201029,0.000143,0.000765,0.061988,0.001527
4,115436,0.000271,0.017277,0.081028,6.246612,0.000134,0.000764,0.062416,0.001522,0.018216,0.081210,6.206178,0.000144,0.000765,0.062040,0.001529
4,117426,0.000258,0.017005,0.080695,6.137796,0.000132,0.000760,0.061328,0.001505,0.017933,0.081186,6.196939,0.000141,0.000764,0.061947,0.001525
4,119417,0.000246,0.016982,0.080649,6.172313,0.000131,0.000760,0.061673,0.001508,0.017998,0.081166,6.202664,0.000141,0.000764,0.062005,0.001526
4,121407,0.000234,0.017054,0.080727,6.166401,0.000132,0.000760,0.061614,0.001509,0.017993,0.081075,6.201172,0.000141,0.000763,0.061990,0.001525
4,123397,0.000222,0.017045,0.080687,6.371212,0.000132,0.000760,0.063662,0.001529,0.018056,0.081111,6.200756,0.000142,0.000764,0.061986,0.001526
4,125388,0.000211,0.017232,0.080764,6.188404,0.000134,0.000761,0.061834,0.001513,0.018039,0.081069,6.195213,0.000142,0.000763,0.061930,0.001524
4,127378,0.000200,0.017458,0.080773,6.224736,0.000136,0.000761,0.062197,0.001519,0.017902,0.081020,6.198383,0.000141,0.000763,0.061962,0.001523
4,129368,0.000189,0.016757,0.080722,6.268137,0.000129,0.000760,0.062631,0.001516,0.017983,0.081054,6.195420,0.000141,0.000763,0.061932,0.001524
4,131358,0.000178,0.016847,0.080802,7.512883,0.000130,0.000762,0.075079,0.001643,0.017950,0.081041,6.196071,0.000141,0.000763,0.061939,0.001524
4,133349,0.000168,0.016717,0.080656,6.379663,0.000129,0.000760,0.063747,0.001526,0.017867,0.080961,6.190087,0.000140,0.000762,0.061879,0.001521
4,135339,0.000158,0.016934,0.080748,6.220349,0.000131,0.000760,0.062154,0.001513,0.017997,0.080956,6.189871,0.000142,0.000762,0.061876,0.001523
4,137329,0.000148,0.017027,0.080584,6.262157,0.000132,0.000759,0.062572,0.001517,0.017842,0.080942,6.190141,0.000140,0.000762,0.061879,0.001521
4,139319,0.000139,0.016241,0.080180,6.167849,0.000124,0.000755,0.061629,0.001496,0.017948,0.081009,6.188728,0.000141,0.000763,0.061865,0.001522
4,141310,0.000130,0.016910,0.080569,6.201126,0.000131,0.000759,0.061961,0.001509,0.017852,0.080940,6.190062,0.000140,0.000762,0.061878,0.001521
4,143300,0.000121,0.016623,0.080392,6.124577,0.000128,0.000757,0.061196,0.001497,0.017854,0.081003,6.189491,0.000140,0.000763,0.061873,0.001522
4,145290,0.000113,0.016627,0.080646,6.312141,0.000128,0.000760,0.063072,0.001519,0.017883,0.080964,6.191278,0.000141,0.000762,0.061890,0.001522
4,147280,0.000104,0.017014,0.080602,6.171396,0.000132,0.000759,0.061664,0.001508,0.017851,0.080934,6.190668,0.000140,0.000762,0.061885,0.001521
4,149271,0.000097,0.016699,0.080526,6.381516,0.000129,0.000759,0.063765,0.001525,0.017803,0.080889,6.188789,0.000140,0.000762,0.061866,0.001520
4,151261,0.000089,0.016458,0.080436,6.141799,0.000127,0.000758,0.061368,0.001498,0.017770,0.080903,6.185130,0.000140,0.000762,0.061829,0.001520
4,153251,0.000082,0.016812,0.080592,6.159446,0.000130,0.000760,0.061545,0.001505,0.017765,0.080916,6.185560,0.000140,0.000762,0.061833,0.001520
4,155242,0.000075,0.016839,0.080478,6.254320,0.000130,0.000758,0.062493,0.001513,0.017781,0.080904,6.186930,0.000140,0.000762,0.061847,0.001520
4,157232,0.000068,0.017034,0.080406,6.256158,0.000132,0.000758,0.062512,0.001515,0.017816,0.080891,6.185596,0.000140,0.000762,0.061834,0.001520
4,159222,0.000062,0.017223,0.080887,7.829055,0.000134,0.000762,0.078241,0.001679,0.017781,0.080933,6.189226,0.000140,0.000762,0.061870,0.001520
4,161212,0.000056,0.016922,0.080663,6.705392,0.000131,0.000760,0.067004,0.001561,0.017755,0.080874,6.183931,0.000140,0.000761,0.061817,0.001519
4,163203,0.000050,0.016463,0.080308,6.195066,0.000127,0.000756,0.061901,0.001502,0.017751,0.080858,6.185556,0.000139,0.000761,0.061833,0.001519
4,165193,0.000045,0.016744,0.080336,6.121019,0.000130,0.000757,0.061160,0.001498,0.017777,0.080841,6.184271,0.000140,0.000761,0.061820,0.001519
4,167183,0.000040,0.016238,0.080229,6.223328,0.000124,0.000756,0.062183,0.001502,0.017727,0.080856,6.182934,0.000139,0.000761,0.061807,0.001519
4,169173,0.000035,0.016963,0.080582,6.220972,0.000132,0.000759,0.062160,0.001512,0.017748,0.080852,6.184035,0.000139,0.000761,0.061818,0.001519
4,171164,0.000030,0.016740,0.080396,6.252647,0.000130,0.000757,0.062477,0.001511,0.017746,0.080834,6.183970,0.000139,0.000761,0.061818,0.001519
4,173154,0.000026,0.016801,0.080414,6.162592,0.000130,0.000758,0.061576,0.001503,0.017703,0.080847,6.183175,0.000139,0.000761,0.061810,0.001518
4,175144,0.000022,0.016862,0.080466,6.231073,0.000131,0.000758,0.062261,0.001511,0.017727,0.080849,6.182681,0.000139,0.000761,0.061804,0.001518
4,177135,0.000019,0.016874,0.080457,6.200853,0.000131,0.000758,0.061959,0.001508,0.017719,0.080832,6.182252,0.000139,0.000761,0.061800,0.001518
4,179125,0.000016,0.016784,0.080409,6.089232,0.000130,0.000758,0.060842,0.001496,0.017717,0.080827,6.181433,0.000139,0.000761,0.061792,0.001518
4,181115,0.000013,0.016488,0.080375,6.290482,0.000127,0.000757,0.062855,0.001513,0.017708,0.080821,6.181244,0.000139,0.000761,0.061790,0.001518
4,183105,0.000010,0.016965,0.080618,6.178487,0.000132,0.000760,0.061735,0.001509,0.017685,0.080817,6.181278,0.000139,0.000761,0.061790,0.001518
4,185096,0.000008,0.016531,0.080365,6.223878,0.000128,0.000757,0.062189,0.001507,0.017700,0.080812,6.180933,0.000139,0.000761,0.061787,0.001518
4,187086,0.000006,0.016866,0.080544,6.180670,0.000131,0.000759,0.061757,0.001507,0.017686,0.080813,6.180485,0.000139,0.000761,0.061783,0.001518
4,189076,0.000004,0.016699,0.080666,6.221859,0.000129,0.000760,0.062169,0.001511,0.017688,0.080810,6.180524,0.000139,0.000761,0.061783,0.001518
4,191066,0.000003,0.016374,0.080363,6.236091,0.000126,0.000757,0.062311,0.001506,0.017677,0.080813,6.180284,0.000139,0.000761,0.061781,0.001517
4,193057,0.000001,0.016890,0.080477,6.220232,0.000131,0.000758,0.062152,0.001511,0.017691,0.080806,6.179928,0.000139,0.000761,0.061777,0.001517
4,195047,0.000001,0.016931,0.080533,6.214811,0.000132,0.000758,0.062098,0.001511,0.017685,0.080809,6.180035,0.000139,0.000761,0.061778,0.001517
4,197037,0.000000,0.016337,0.080285,6.194697,0.000126,0.000756,0.061897,0.001501,0.017683,0.080807,6.180083,0.000139,0.000761,0.061779,0.001517
4,199028,0.000000,0.016208,0.080384,6.260460,0.000124,0.000757,0.062548,0.001507,0.017682,0.080808,6.180096,0.000139,0.000761,0.061779,0.001517
