epoch,lr,trainset_Energy_MAE,trainset_Force_MAE,trainset_Stress_MAE,trainset_Energy_Loss,trainset_Force_Loss,trainset_Stress_Loss,trainset_TotalLoss,validset_Energy_MAE,validset_Force_MAE,validset_Stress_MAE,validset_Energy_Loss,validset_Force_Loss,validset_Stress_Loss,validset_TotalLoss,testset_Energy_MAE,testset_Force_MAE,testset_Stress_MAE,testset_Energy_Loss,testset_Force_Loss,testset_Stress_Loss,testset_TotalLoss
72,0.006450,0.033898,0.071058,5.539383,0.000295,0.000667,0.055363,0.001516,0.048532,0.082740,6.973559,0.000438,0.000790,0.069562,0.001924,0.038545,0.085170,7.554477,0.000341,0.000820,0.075727,0.001918
73,0.006400,0.033788,0.070669,5.552211,0.000294,0.000663,0.055491,0.001512,0.043551,0.082678,6.868081,0.000391,0.000787,0.068531,0.001863,0.036995,0.089089,7.862435,0.000329,0.000861,0.079668,0.001987
74,0.006350,0.033622,0.070123,5.474909,0.000292,0.000657,0.054715,0.001497,0.045251,0.076484,6.549835,0.000406,0.000726,0.065369,0.001786,0.036497,0.081096,7.095885,0.000321,0.000778,0.071115,0.001810
75,0.006300,0.033157,0.070188,5.490367,0.000288,0.000658,0.054871,0.001495,0.044299,0.078873,6.200889,0.000397,0.000750,0.061880,0.001765,0.035907,0.079823,7.114197,0.000315,0.000762,0.071903,0.001796
76,0.006250,0.033102,0.069463,5.399269,0.000287,0.000651,0.053959,0.001478,0.042792,0.076574,6.697457,0.000383,0.000729,0.066856,0.001780,0.033942,0.081940,7.224882,0.000297,0.000791,0.072799,0.001816
77,0.006200,0.032792,0.068964,5.345873,0.000284,0.000646,0.053426,0.001464,0.043280,0.081380,6.604136,0.000388,0.000776,0.065900,0.001823,0.034337,0.084675,7.443525,0.000301,0.000811,0.075327,0.001866
78,0.006150,0.032702,0.068069,5.281105,0.000283,0.000637,0.052778,0.001448,0.045285,0.075815,6.511612,0.000406,0.000720,0.064975,0.001776,0.036290,0.082158,7.123704,0.000319,0.000792,0.071359,0.001825
79,0.006100,0.032782,0.068874,5.396778,0.000284,0.000645,0.053936,0.001469,0.045274,0.077535,6.413932,0.000406,0.000736,0.063986,0.001782,0.037774,0.083149,7.279463,0.000334,0.000799,0.073817,0.001871
80,0.006050,0.032588,0.067927,5.352538,0.000283,0.000636,0.053491,0.001453,0.041718,0.076302,6.350234,0.000373,0.000724,0.063376,0.001731,0.033332,0.080275,7.009716,0.000293,0.000777,0.070371,0.001774
81,0.006000,0.031859,0.067727,5.246632,0.000275,0.000633,0.052433,0.001433,0.043114,0.076389,6.340506,0.000386,0.000725,0.063282,0.001744,0.035258,0.082958,7.170692,0.000309,0.000799,0.072040,0.001828
82,0.005950,0.032209,0.067913,5.321166,0.000279,0.000635,0.053181,0.001446,0.044431,0.078451,6.696974,0.000398,0.000745,0.066821,0.001811,0.036346,0.082725,7.472116,0.000320,0.000793,0.075462,0.001868
83,0.005900,0.031823,0.067267,5.199522,0.000275,0.000629,0.051963,0.001424,0.043253,0.082816,6.447209,0.000388,0.000791,0.064323,0.001822,0.034175,0.085015,7.153588,0.000299,0.000826,0.072119,0.001846
84,0.005850,0.031340,0.066582,5.194842,0.000270,0.000622,0.051918,0.001412,0.042347,0.077389,6.243092,0.000378,0.000736,0.062311,0.001738,0.033374,0.080917,7.107557,0.000291,0.000780,0.071738,0.001788
85,0.005800,0.031614,0.066649,5.289455,0.000273,0.000623,0.052862,0.001424,0.043710,0.077490,6.491959,0.000391,0.000735,0.064764,0.001774,0.036783,0.084924,7.385870,0.000326,0.000826,0.074506,0.001897
86,0.005750,0.031144,0.065905,5.166766,0.000268,0.000616,0.051636,0.001401,0.041854,0.076877,6.491223,0.000374,0.000731,0.064778,0.001752,0.032064,0.080582,7.312427,0.000278,0.000771,0.073345,0.001782
87,0.005700,0.030868,0.065535,5.081264,0.000266,0.000612,0.050780,0.001385,0.041428,0.074440,6.381839,0.000370,0.000706,0.063676,0.001712,0.032754,0.080100,6.995466,0.000284,0.000772,0.070388,0.001760
88,0.005650,0.030710,0.065578,5.052834,0.000264,0.000612,0.050497,0.001381,0.042098,0.076201,6.198775,0.000376,0.000725,0.061849,0.001719,0.033501,0.080399,7.057316,0.000292,0.000772,0.070732,0.001772
89,0.005600,0.030516,0.064588,5.007014,0.000262,0.000602,0.050037,0.001365,0.041136,0.072095,6.171882,0.000367,0.000682,0.061572,0.001664,0.032203,0.078926,6.839123,0.000279,0.000753,0.069055,0.001723
90,0.005550,0.030504,0.065234,5.089366,0.000262,0.000609,0.050861,0.001380,0.042120,0.074950,6.418405,0.000376,0.000711,0.064040,0.001728,0.032834,0.080586,7.095321,0.000285,0.000775,0.071327,0.001774
91,0.005500,0.030254,0.064639,5.090170,0.000260,0.000603,0.050870,0.001372,0.041637,0.077372,6.449030,0.000372,0.000735,0.064366,0.001750,0.033470,0.082055,7.367449,0.000293,0.000787,0.073881,0.001819
92,0.005450,0.030237,0.063827,4.981577,0.000260,0.000595,0.049783,0.001352,0.040862,0.077994,6.162251,0.000364,0.000742,0.061466,0.001721,0.032083,0.080352,7.049304,0.000279,0.000773,0.070968,0.001762
93,0.005400,0.029970,0.064221,5.023220,0.000257,0.000599,0.050200,0.001358,0.041272,0.074641,6.548611,0.000368,0.000709,0.065341,0.001730,0.031338,0.080090,7.191638,0.000271,0.000767,0.072215,0.001760
94,0.005350,0.030061,0.064197,5.004861,0.000258,0.000599,0.050017,0.001357,0.042094,0.072996,6.054224,0.000376,0.000691,0.060407,0.001670,0.032797,0.078383,6.839056,0.000284,0.000753,0.068732,0.001725
95,0.005300,0.030015,0.063209,4.995388,0.000258,0.000589,0.049921,0.001346,0.042053,0.079056,6.425339,0.000375,0.000753,0.064090,0.001769,0.032969,0.084688,7.326089,0.000287,0.000820,0.073688,0.001844
96,0.005250,0.029861,0.064286,5.058324,0.000256,0.000600,0.050550,0.001361,0.040883,0.074722,6.493024,0.000365,0.000708,0.064770,0.001721,0.031591,0.080234,7.393686,0.000274,0.000770,0.074162,0.001785
97,0.005200,0.029467,0.063008,4.945029,0.000252,0.000587,0.049420,0.001334,0.041623,0.073642,6.316580,0.000372,0.000697,0.063019,0.001699,0.033623,0.081177,7.104750,0.000295,0.000780,0.071365,0.001789
98,0.005150,0.029204,0.062384,4.923413,0.000250,0.000581,0.049201,0.001322,0.040120,0.073151,6.260385,0.000358,0.000692,0.062468,0.001675,0.031910,0.079657,7.085633,0.000278,0.000765,0.070955,0.001753
99,0.005100,0.029380,0.062342,4.887554,0.000251,0.000580,0.048842,0.001320,0.040501,0.074225,6.202842,0.000360,0.000703,0.061876,0.001682,0.031612,0.079429,6.949514,0.000274,0.000769,0.070023,0.001744
100,0.005050,0.029276,0.062016,4.969481,0.000250,0.000577,0.049663,0.001324,0.041061,0.082101,6.879846,0.000366,0.000784,0.068633,0.001837,0.031828,0.084009,7.689144,0.000277,0.000809,0.077724,0.001864
101,0.005000,0.029151,0.062411,4.887709,0.000249,0.000580,0.048846,0.001318,0.041352,0.074885,6.367154,0.000369,0.000711,0.063561,0.001715,0.032774,0.080520,7.233995,0.000285,0.000775,0.072585,0.001786
102,0.004951,0.029021,0.062151,4.851806,0.000248,0.000578,0.048487,0.001311,0.040762,0.074004,6.499496,0.000363,0.000701,0.064826,0.001712,0.031457,0.079453,7.239819,0.000274,0.000755,0.072760,0.001757
103,0.004901,0.029157,0.061533,4.833557,0.000249,0.000572,0.048304,0.001304,0.038697,0.071843,6.065593,0.000343,0.000680,0.060515,0.001628,0.030003,0.075787,6.689615,0.000259,0.000726,0.067088,0.001656
104,0.004851,0.028445,0.061257,4.820215,0.000242,0.000570,0.048169,0.001294,0.039751,0.075416,6.200522,0.000353,0.000716,0.061867,0.001688,0.030819,0.078935,6.926881,0.000267,0.000758,0.069546,0.001720
105,0.004801,0.028942,0.061840,4.845759,0.000247,0.000575,0.048425,0.001306,0.039869,0.072538,6.180423,0.000355,0.000687,0.061694,0.001659,0.031089,0.078896,6.755424,0.000269,0.000757,0.067768,0.001704
106,0.004751,0.028530,0.061127,4.803327,0.000243,0.000568,0.048001,0.001292,0.040604,0.078263,6.312436,0.000362,0.000746,0.062971,0.001737,0.031104,0.080675,7.159422,0.000269,0.000778,0.072071,0.001768
107,0.004701,0.028054,0.060561,4.743322,0.000239,0.000563,0.047401,0.001275,0.040262,0.072235,6.169112,0.000359,0.000683,0.061549,0.001657,0.030633,0.077811,6.716085,0.000264,0.000745,0.067413,0.001684
108,0.004651,0.028072,0.059607,4.700641,0.000239,0.000553,0.046975,0.001262,0.038194,0.074127,6.053117,0.000338,0.000702,0.060402,0.001645,0.030632,0.077466,6.947454,0.000266,0.000747,0.069618,0.001710
109,0.004601,0.027952,0.060377,4.709016,0.000238,0.000561,0.047057,0.001269,0.038867,0.073953,6.205715,0.000346,0.000700,0.061924,0.001665,0.029957,0.078297,6.727025,0.000258,0.000754,0.067403,0.001686
110,0.004551,0.027716,0.059787,4.692883,0.000235,0.000555,0.046898,0.001259,0.038789,0.075222,6.054063,0.000344,0.000714,0.060391,0.001663,0.030176,0.079617,7.006957,0.000261,0.000771,0.070276,0.001735
111,0.004501,0.027575,0.059659,4.642181,0.000234,0.000553,0.046391,0.001251,0.037613,0.072029,6.120366,0.000333,0.000681,0.061062,0.001625,0.029604,0.076136,6.763424,0.000256,0.000730,0.067879,0.001665
112,0.004451,0.027481,0.059154,4.710429,0.000233,0.000549,0.047074,0.001253,0.039086,0.071017,6.429882,0.000347,0.000670,0.064209,0.001659,0.030895,0.078099,7.264713,0.000267,0.000751,0.072776,0.001746
113,0.004401,0.027586,0.059329,4.643624,0.000234,0.000550,0.046403,0.001249,0.038923,0.072187,6.102711,0.000346,0.000682,0.060904,0.001637,0.030196,0.077517,6.786788,0.000261,0.000744,0.068282,0.001688
114,0.004351,0.027466,0.058842,4.598563,0.000233,0.000545,0.045953,0.001238,0.037826,0.074133,6.191949,0.000335,0.000702,0.061788,0.001655,0.029431,0.079249,7.059995,0.000254,0.000762,0.070838,0.001725
115,0.004301,0.027217,0.058647,4.580392,0.000231,0.000544,0.045771,0.001232,0.038293,0.070985,6.309524,0.000340,0.000670,0.063015,0.001640,0.030305,0.077281,6.938808,0.000263,0.000743,0.069684,0.001703
116,0.004251,0.026941,0.058108,4.536517,0.000228,0.000538,0.045333,0.001220,0.038511,0.072089,6.025239,0.000342,0.000683,0.060122,0.001626,0.029330,0.076604,6.745767,0.000251,0.000735,0.067680,0.001663
