Epoch,Learning_rate,Train_Energy_RMSE (eV/atom),Valid_Energy_RMSE (eV/atom),Train_Force_RMSE (eV/Å),Valid_Force_RMSE (eV/Å),Train_Stress_RMSE (kbar),Valid_Stress_RMSE (kbar),Train_Energy_MAE (eV/atom),Valid_Energy_MAE (eV/atom),Train_Force_MAE (eV/Å),Valid_Force_MAE (eV/Å),Train_Stress_MAE (kbar),Valid_Stress_MAE (kbar),Train_Energy_Loss,Valid_Energy_Loss,Train_Force_Loss,Valid_Force_Loss,Train_Stress_Loss,Valid_Stress_Loss,Train_TotalLoss,Valid_TotalLoss
123,0.004000,0.392515,0.682655,1.778146,0.861099,151.022461,145.449506,0.030158,0.042036,0.066551,0.073386,5.173436,6.281487,0.000259,0.000378,0.000616,0.000685,0.051693,0.062901,0.001392,0.001692
124,0.004000,0.391142,0.680927,1.780845,0.977684,149.546445,150.133728,0.030181,0.041217,0.067099,0.073787,5.166419,6.179144,0.000259,0.000370,0.000622,0.000697,0.051630,0.061871,0.001397,0.001685
125,0.004000,0.392630,0.680996,1.720473,0.444718,160.654464,147.800841,0.029951,0.040869,0.065864,0.073090,5.122405,6.270843,0.000257,0.000366,0.000609,0.000687,0.051187,0.062797,0.001378,0.001681
126,0.004000,0.391299,0.679096,1.786595,1.011310,154.523813,150.765887,0.029804,0.041346,0.066398,0.076439,5.146022,6.269118,0.000255,0.000370,0.000614,0.000719,0.051423,0.062770,0.001384,0.001717
127,0.004000,0.392926,0.679401,1.803578,2.739873,152.290927,148.538496,0.030290,0.041029,0.066357,0.076354,5.181609,6.279161,0.000260,0.000367,0.000615,0.000707,0.051774,0.062875,0.001393,0.001703
128,0.004000,0.393452,0.680425,1.814545,0.690934,159.134149,146.315143,0.030361,0.041190,0.067374,0.073971,5.202069,6.373822,0.000261,0.000369,0.000625,0.000692,0.051982,0.063827,0.001405,0.001699
129,0.004000,0.392054,0.681837,1.773528,3.409086,149.592117,159.354982,0.029830,0.041355,0.066198,0.079115,5.073903,6.473847,0.000256,0.000370,0.000612,0.000729,0.050697,0.064821,0.001375,0.001748
130,0.004000,0.392284,0.680759,1.761005,2.593760,155.171205,158.935781,0.030077,0.041549,0.066415,0.077009,5.162962,6.340416,0.000258,0.000372,0.000615,0.000715,0.051596,0.063483,0.001389,0.001723
131,0.004000,0.391804,0.679581,1.762557,2.032396,160.698822,146.868760,0.029835,0.041535,0.065901,0.075912,5.108567,6.280511,0.000256,0.000372,0.000610,0.000707,0.051047,0.062888,0.001376,0.001708
132,0.004000,0.390927,0.680703,1.723666,0.852974,150.891587,153.002310,0.029840,0.041847,0.065747,0.073554,5.098466,6.416443,0.000256,0.000375,0.000608,0.000687,0.050946,0.064245,0.001373,0.001705
133,0.004000,0.394427,0.681282,1.879936,0.767274,159.060556,152.001765,0.030367,0.040966,0.067065,0.073319,5.203606,6.166887,0.000261,0.000367,0.000622,0.000687,0.051995,0.061764,0.001403,0.001671
134,0.004000,0.391553,0.680633,1.748064,0.620066,151.967389,157.693609,0.029659,0.042449,0.065545,0.072952,5.120387,6.672762,0.000254,0.000381,0.000607,0.000683,0.051171,0.066804,0.001373,0.001732
135,0.004000,0.392486,0.679159,1.779317,0.434135,151.974255,145.710852,0.029691,0.039512,0.065783,0.071554,5.102772,6.242202,0.000254,0.000353,0.000609,0.000671,0.050989,0.062509,0.001374,0.001649
136,0.004000,0.391210,0.678732,1.833312,1.423539,148.454213,156.320860,0.029603,0.039155,0.065413,0.074256,5.084211,6.198504,0.000254,0.000349,0.000606,0.000693,0.050802,0.062074,0.001368,0.001663
137,0.004000,0.391366,0.680839,1.729682,3.012633,153.737437,153.029042,0.029741,0.042174,0.065319,0.076308,5.098490,6.409350,0.000255,0.000379,0.000604,0.000705,0.050950,0.064172,0.001368,0.001726
138,0.004000,0.392224,0.681691,1.806494,2.782405,150.109564,166.555893,0.029624,0.042490,0.065838,0.077852,5.082520,6.466523,0.000254,0.000381,0.000609,0.000721,0.050785,0.064748,0.001371,0.001749
139,0.004000,0.391494,0.680949,1.732563,2.420403,147.706553,147.639225,0.029363,0.039883,0.064758,0.077127,5.026933,6.380506,0.000251,0.000356,0.000598,0.000714,0.050234,0.063890,0.001351,0.001709
140,0.004000,0.391784,0.679727,1.814566,0.453321,161.528153,156.948727,0.029491,0.040810,0.064961,0.071567,5.137853,6.172946,0.000252,0.000365,0.000602,0.000670,0.051338,0.061815,0.001367,0.001653
141,0.004000,0.391348,0.680791,1.790036,2.724971,148.257567,155.204267,0.029197,0.040493,0.064848,0.075809,5.010881,6.524502,0.000250,0.000362,0.000599,0.000701,0.050068,0.065320,0.001349,0.001716
142,0.004000,0.392622,0.681341,1.806588,2.360006,156.393475,165.569931,0.029529,0.039886,0.065188,0.076479,5.088898,6.852224,0.000253,0.000357,0.000603,0.000709,0.050851,0.068598,0.001364,0.001752
143,0.004000,0.392083,0.680527,1.828088,2.293605,152.498556,148.716290,0.029259,0.040044,0.065027,0.073987,5.042653,6.209765,0.000250,0.000358,0.000601,0.000684,0.050387,0.062185,0.001356,0.001664
144,0.004000,0.391207,0.679102,1.723747,0.736436,155.009515,165.094754,0.029196,0.039344,0.064550,0.072336,5.076607,6.544634,0.000250,0.000351,0.000597,0.000677,0.050726,0.065527,0.001354,0.001683
145,0.004000,0.390442,0.681716,1.724405,2.999175,151.292727,154.980320,0.029210,0.040251,0.064400,0.076900,5.040520,6.309642,0.000250,0.000360,0.000595,0.000709,0.050367,0.063182,0.001348,0.001701
146,0.004000,0.391385,0.681803,1.752615,1.935215,155.090807,159.186711,0.029107,0.040564,0.064342,0.075637,5.017987,6.348343,0.000249,0.000363,0.000594,0.000704,0.050139,0.063564,0.001344,0.001702
147,0.004000,0.391704,0.678517,1.758069,1.675466,153.676520,151.207378,0.029229,0.039691,0.064237,0.074002,5.050318,6.137221,0.000250,0.000355,0.000594,0.000689,0.050467,0.061456,0.001348,0.001658
148,0.004000,0.390465,0.680556,1.785033,1.934207,148.995591,150.570154,0.028873,0.040283,0.064441,0.074786,4.982422,6.308952,0.000246,0.000360,0.000596,0.000695,0.049783,0.063176,0.001340,0.001687
149,0.004000,0.390307,0.679981,1.701132,2.793208,149.643936,164.795025,0.028800,0.041516,0.063626,0.077004,4.970477,6.507993,0.000246,0.000372,0.000588,0.000714,0.049662,0.065160,0.001330,0.001738
150,0.004000,0.390851,0.681260,1.752102,0.943725,149.365747,153.428734,0.029022,0.040587,0.064092,0.072334,4.980852,6.290350,0.000248,0.000363,0.000592,0.000675,0.049769,0.062989,0.001338,0.001668
151,0.004000,0.391245,0.678764,1.863778,0.590613,151.430471,157.976003,0.029007,0.041089,0.064324,0.072211,5.006413,6.695288,0.000248,0.000368,0.000595,0.000678,0.050032,0.067026,0.001343,0.001716
152,0.004000,0.391313,0.679861,1.738687,2.459708,152.054836,150.627863,0.028994,0.040834,0.064038,0.075146,5.037726,6.434602,0.000248,0.000366,0.000591,0.000696,0.050338,0.064430,0.001342,0.001706
153,0.004000,0.390966,0.678243,1.737331,2.122162,149.197227,149.361560,0.028806,0.039941,0.063833,0.078393,4.964449,6.919163,0.000246,0.000357,0.000589,0.000727,0.049607,0.069270,0.001331,0.001777
154,0.004000,0.391148,0.679515,1.826964,1.392532,149.631419,153.267812,0.029195,0.038735,0.064720,0.072424,5.007343,6.332610,0.000250,0.000345,0.000599,0.000672,0.050038,0.063408,0.001349,0.001652
155,0.004000,0.391677,0.678996,1.753522,0.708543,156.012183,144.914967,0.028951,0.040558,0.063664,0.072030,4.978946,6.160224,0.000247,0.000363,0.000588,0.000674,0.049753,0.061695,0.001333,0.001654
156,0.004000,0.390066,0.679095,1.763910,0.584342,143.596466,158.051412,0.028498,0.039641,0.063356,0.072239,4.918645,6.389591,0.000243,0.000354,0.000585,0.000680,0.049143,0.063972,0.001320,0.001674
157,0.004000,0.390771,0.682717,1.711558,3.309461,151.246567,169.875754,0.028669,0.041340,0.063367,0.077660,4.997938,6.570782,0.000245,0.000370,0.000585,0.000717,0.049940,0.065788,0.001329,0.001745
158,0.004000,0.390303,0.680991,1.804988,2.423003,145.929906,161.754820,0.028589,0.039473,0.063680,0.075428,4.936630,6.422264,0.000244,0.000352,0.000588,0.000697,0.049326,0.064307,0.001325,0.001692
159,0.004000,0.390329,0.681308,1.697814,1.909116,155.037552,169.549559,0.028612,0.039861,0.063176,0.075107,4.996146,6.377564,0.000244,0.000356,0.000582,0.000698,0.049922,0.063858,0.001326,0.001693
160,0.004000,0.390220,0.680186,1.788932,2.089965,150.758180,154.912477,0.028601,0.039546,0.063755,0.074830,4.951588,6.487041,0.000244,0.000353,0.000588,0.000692,0.049476,0.064952,0.001327,0.001695
161,0.004000,0.391129,0.679210,1.784519,2.152090,150.250012,150.291364,0.028690,0.040948,0.063374,0.074373,4.951550,6.183274,0.000245,0.000366,0.000586,0.000689,0.049480,0.061917,0.001325,0.001674
162,0.004000,0.390852,0.679557,1.750821,0.771554,146.956080,163.261582,0.028388,0.039419,0.063029,0.072192,4.917888,6.477654,0.000242,0.000352,0.000582,0.000675,0.049139,0.064850,0.001315,0.001676
163,0.004000,0.391860,0.679991,1.803100,0.951382,152.873281,149.908842,0.028759,0.039706,0.063608,0.072333,5.023678,6.179199,0.000246,0.000354,0.000588,0.000674,0.050201,0.061878,0.001335,0.001647
164,0.004000,0.390704,0.678887,1.701213,2.200235,170.840562,144.525848,0.028522,0.039683,0.062971,0.073714,4.969607,6.057212,0.000243,0.000355,0.000581,0.000683,0.049657,0.060662,0.001320,0.001645
165,0.004000,0.389977,0.681996,1.725201,1.320557,150.284826,161.973119,0.028139,0.039752,0.063011,0.072519,4.947523,6.387412,0.000239,0.000355,0.000582,0.000676,0.049439,0.063954,0.001316,0.001671
166,0.004000,0.390642,0.679451,1.750180,0.393732,205.183770,140.413080,0.028777,0.040005,0.063514,0.070332,5.018994,6.083925,0.000246,0.000357,0.000586,0.000657,0.050149,0.060935,0.001334,0.001624
167,0.004000,0.392349,0.680878,1.738294,2.983391,148.094760,156.031502,0.028619,0.039919,0.063295,0.076566,4.949544,6.348580,0.000244,0.000357,0.000584,0.000706,0.049456,0.063568,0.001323,0.001699
168,0.004000,0.391093,0.680297,1.764815,0.702119,151.647243,146.740044,0.028313,0.040847,0.062811,0.072025,4.901967,6.237184,0.000241,0.000365,0.000579,0.000674,0.048980,0.062462,0.001310,0.001663
169,0.004000,0.389319,0.681140,1.771618,3.626272,147.923563,147.802639,0.028127,0.039457,0.062749,0.075796,4.887556,6.199218,0.000239,0.000352,0.000579,0.000697,0.048837,0.062082,0.001307,0.001670
170,0.004000,0.390683,0.679263,1.758036,0.518049,148.964835,156.473003,0.028192,0.041162,0.062672,0.073460,4.913250,6.360939,0.000240,0.000368,0.000578,0.000690,0.049094,0.063694,0.001309,0.001695
171,0.004000,0.389648,0.679797,1.806701,2.960242,146.292601,147.470241,0.028198,0.039376,0.062495,0.075903,4.881107,6.442631,0.000240,0.000352,0.000577,0.000700,0.048774,0.064512,0.001305,0.001696
172,0.004000,0.391331,0.679549,1.776996,2.527640,152.693041,153.000084,0.028477,0.038905,0.063357,0.073492,4.983200,6.121346,0.000243,0.000347,0.000585,0.000680,0.049793,0.061302,0.001325,0.001641
173,0.004000,0.390427,0.679562,1.777748,2.333589,150.347349,144.419433,0.028188,0.038736,0.062623,0.074276,4.926016,6.235749,0.000240,0.000346,0.000579,0.000686,0.049219,0.062447,0.001311,0.001656
174,0.004000,0.392071,0.678803,1.734449,0.534496,150.893404,163.536491,0.028526,0.041461,0.062620,0.072558,4.928435,6.379953,0.000243,0.000371,0.000577,0.000681,0.049249,0.063888,0.001313,0.001691
175,0.004000,0.390198,0.679438,1.807336,0.644957,146.672673,142.623401,0.028099,0.039031,0.062740,0.069847,4.869003,6.052992,0.000239,0.000348,0.000579,0.000651,0.048652,0.060621,0.001305,0.001605
176,0.004000,0.389761,0.677368,1.782141,1.057235,144.578093,145.972793,0.028207,0.040161,0.062510,0.072229,4.864982,6.254124,0.000240,0.000358,0.000577,0.000674,0.048616,0.062626,0.001303,0.001659
177,0.004000,0.389640,0.678610,1.781898,0.480189,152.253163,149.023111,0.027970,0.039757,0.061916,0.069429,4.877964,6.283307,0.000238,0.000355,0.000571,0.000649,0.048743,0.062916,0.001296,0.001634
178,0.004000,0.390462,0.679835,1.740959,2.904996,148.703506,156.911655,0.028027,0.039993,0.062444,0.076040,4.889173,6.450097,0.000238,0.000357,0.000575,0.000701,0.048855,0.064586,0.001302,0.001704
179,0.004000,0.389999,0.679114,1.720090,1.942811,145.761047,148.969144,0.027790,0.039295,0.061613,0.071786,4.826058,6.205908,0.000236,0.000351,0.000567,0.000664,0.048219,0.062141,0.001286,0.001636
180,0.004000,0.389409,0.677614,1.793417,1.310680,146.954636,155.367680,0.027829,0.038774,0.062379,0.073050,4.859073,6.304313,0.000236,0.000346,0.000575,0.000681,0.048550,0.063127,0.001297,0.001658
181,0.004000,0.389525,0.679762,1.698101,0.870228,149.037323,152.260777,0.027841,0.039396,0.061713,0.073105,4.863123,6.128632,0.000237,0.000352,0.000569,0.000682,0.048593,0.061372,0.001291,0.001648
182,0.004000,0.389666,0.681006,1.703267,2.273594,146.762202,150.986365,0.027688,0.039206,0.062089,0.073173,4.862308,6.133464,0.000235,0.000350,0.000571,0.000676,0.048585,0.061418,0.001292,0.001640
183,0.004000,0.390053,0.679470,1.736630,2.542897,152.226957,154.644677,0.027723,0.038810,0.061378,0.073920,4.840846,6.289818,0.000236,0.000346,0.000565,0.000684,0.048367,0.062983,0.001284,0.001660
184,0.004000,0.390005,0.678068,1.764846,2.029874,142.458574,143.949008,0.027560,0.038737,0.061416,0.072728,4.782765,6.050803,0.000234,0.000345,0.000566,0.000672,0.047791,0.060596,0.001278,0.001623
185,0.004000,0.389158,0.678434,1.706114,2.440843,144.858164,159.043655,0.027521,0.040695,0.061573,0.076935,4.811533,6.460010,0.000233,0.000363,0.000566,0.000713,0.048079,0.064685,0.001281,0.001723
186,0.004000,0.389541,0.677872,1.750053,2.160303,151.996894,153.422355,0.027511,0.039141,0.061646,0.073285,4.818534,6.218158,0.000233,0.000350,0.000568,0.000679,0.048150,0.062261,0.001283,0.001652
187,0.004000,0.389123,0.680399,1.698536,2.451493,143.800788,152.982412,0.027395,0.038939,0.061053,0.073746,4.783539,6.155610,0.000232,0.000347,0.000561,0.000681,0.047797,0.061646,0.001271,0.001645
188,0.004000,0.390215,0.677635,1.750852,1.343260,142.862692,151.982156,0.027875,0.039812,0.061845,0.072838,4.800393,6.273103,0.000237,0.000356,0.000571,0.000677,0.047965,0.062811,0.001287,0.001661
189,0.004000,0.390027,0.681598,1.814575,1.624709,149.248214,160.914920,0.027678,0.039823,0.061717,0.072737,4.870064,6.338140,0.000235,0.000356,0.000569,0.000675,0.048661,0.063465,0.001290,0.001666
190,0.004000,0.390034,0.678393,1.734736,1.829598,145.328124,156.601100,0.027485,0.039801,0.061232,0.074075,4.798355,6.338084,0.000233,0.000356,0.000564,0.000689,0.047951,0.063461,0.001276,0.001679
191,0.004000,0.389555,0.679466,1.743947,2.019369,145.824570,150.194615,0.027357,0.038774,0.060965,0.074170,4.778794,6.323116,0.000232,0.000346,0.000561,0.000687,0.047748,0.063310,0.001271,0.001666
192,0.004000,0.389408,0.679699,1.718026,1.095422,143.008354,155.760267,0.027412,0.040282,0.060987,0.073284,4.783165,6.386172,0.000232,0.000360,0.000562,0.000686,0.047798,0.063946,0.001272,0.001685
193,0.004000,0.388619,0.679264,1.797990,1.130126,145.024176,159.331258,0.027376,0.038705,0.061435,0.071471,4.785157,6.202316,0.000232,0.000345,0.000566,0.000667,0.047813,0.062115,0.001276,0.001633
194,0.004000,0.390343,0.680639,1.719537,0.883373,148.764101,150.238584,0.027668,0.038855,0.061195,0.069905,4.864657,6.215528,0.000235,0.000347,0.000563,0.000650,0.048604,0.062239,0.001284,0.001619
195,0.004000,0.388813,0.678530,1.759217,2.281560,150.229666,158.323069,0.027131,0.039293,0.060855,0.075711,4.770861,6.394996,0.000230,0.000351,0.000560,0.000701,0.047673,0.064026,0.001266,0.001692
196,0.004000,0.390055,0.678163,1.775193,0.500674,147.875280,151.803592,0.027665,0.038115,0.061642,0.068826,4.808257,6.151209,0.000235,0.000340,0.000568,0.000644,0.048042,0.061597,0.001283,0.001600
197,0.004000,0.390124,0.678318,1.794339,1.315696,152.194962,155.187187,0.027193,0.039615,0.060877,0.072053,4.794038,6.292259,0.000230,0.000353,0.000560,0.000670,0.047899,0.063007,0.001270,0.001654
198,0.004000,0.389212,0.678535,1.742405,2.088571,143.313522,154.378448,0.027114,0.038845,0.060786,0.072647,4.740772,6.199719,0.000230,0.000346,0.000559,0.000671,0.047367,0.062076,0.001263,0.001638
199,0.004000,0.389776,0.679286,1.676822,1.888332,152.259851,163.478416,0.027097,0.039370,0.060623,0.072514,4.790001,6.314075,0.000229,0.000351,0.000557,0.000673,0.047862,0.063221,0.001265,0.001656
200,0.004000,0.391182,0.680172,1.767615,1.158752,145.955996,147.349166,0.027228,0.039429,0.060616,0.070821,4.771597,6.232885,0.000231,0.000352,0.000557,0.000659,0.047674,0.062412,0.001265,0.001635
201,0.004000,0.388576,0.679691,1.701918,2.271649,149.422452,155.659535,0.027036,0.039582,0.060408,0.073895,4.769627,6.201746,0.000229,0.000353,0.000555,0.000684,0.047656,0.062104,0.001260,0.001658
202,0.004000,0.389337,0.679711,1.751307,2.012777,143.895178,151.242227,0.027383,0.038418,0.061167,0.073038,4.779284,6.218576,0.000232,0.000342,0.000563,0.000676,0.047756,0.062271,0.001273,0.001641
203,0.004000,0.389273,0.678927,1.703007,1.744819,150.521986,162.068134,0.026997,0.040001,0.060482,0.074096,4.794155,6.324971,0.000229,0.000357,0.000556,0.000690,0.047909,0.063330,0.001263,0.001680
204,0.004000,0.388314,0.678792,1.755508,2.748354,145.309916,149.213686,0.026936,0.039621,0.060102,0.074240,4.722451,6.145502,0.000228,0.000353,0.000553,0.000683,0.047184,0.061541,0.001253,0.001652
205,0.004000,0.388742,0.679399,1.717362,2.049355,145.992716,161.341290,0.026894,0.039083,0.060391,0.074158,4.759388,6.268201,0.000227,0.000348,0.000555,0.000689,0.047559,0.062765,0.001258,0.001665
206,0.004000,0.388668,0.678605,1.741178,1.504335,141.647559,157.108465,0.026836,0.038182,0.059864,0.071689,4.694542,6.239368,0.000227,0.000340,0.000551,0.000664,0.046904,0.062481,0.001246,0.001629
207,0.004000,0.389213,0.678741,1.722384,2.047976,149.135304,144.926493,0.026952,0.037818,0.060125,0.072890,4.752347,6.271839,0.000228,0.000337,0.000552,0.000674,0.047482,0.062801,0.001255,0.001638
208,0.004000,0.388868,0.678132,1.722868,1.674720,141.388243,148.835400,0.026808,0.038722,0.059845,0.072764,4.675776,6.241795,0.000227,0.000345,0.000550,0.000678,0.046721,0.062505,0.001244,0.001649
209,0.004000,0.389120,0.679478,1.746282,2.308933,159.974529,151.740409,0.026906,0.038752,0.060359,0.072177,4.803280,6.217762,0.000228,0.000345,0.000555,0.000666,0.047995,0.062263,0.001262,0.001634
210,0.004000,0.388602,0.678904,1.692509,1.956861,141.050124,158.243693,0.026599,0.040188,0.059461,0.073571,4.636944,6.329562,0.000225,0.000359,0.000547,0.000684,0.046333,0.063376,0.001235,0.001677
211,0.004000,0.388644,0.678012,1.780730,0.979736,145.554781,143.434093,0.026973,0.038100,0.060701,0.072117,4.741630,6.105607,0.000228,0.000339,0.000559,0.000672,0.047377,0.061143,0.001261,0.001622
212,0.004000,0.392090,0.678784,1.818828,1.672376,157.632692,159.400549,0.027264,0.038283,0.060622,0.072265,4.774889,6.269174,0.000231,0.000341,0.000558,0.000672,0.047708,0.062777,0.001267,0.001640
213,0.004000,0.389068,0.678033,1.797356,0.736949,146.643171,151.872021,0.026926,0.039083,0.060474,0.069495,4.726962,6.182275,0.000228,0.000349,0.000557,0.000650,0.047230,0.061906,0.001257,0.001617
214,0.004000,0.390131,0.680105,1.751862,1.216877,147.698576,154.513508,0.027053,0.038740,0.060579,0.070175,4.763644,6.173462,0.000229,0.000345,0.000557,0.000652,0.047599,0.061820,0.001262,0.001616
215,0.004000,0.388827,0.679925,1.715757,2.665000,144.021841,147.851899,0.026954,0.039847,0.060360,0.074106,4.735878,6.187534,0.000228,0.000356,0.000555,0.000684,0.047318,0.061953,0.001256,0.001659
216,0.004000,0.389202,0.678531,1.795604,1.959318,146.775909,158.148799,0.026805,0.037693,0.060053,0.072393,4.730237,6.254492,0.000227,0.000336,0.000552,0.000673,0.047263,0.062625,0.001251,0.001634
217,0.004000,0.388634,0.679701,1.712663,1.371564,141.817757,147.375807,0.026672,0.038706,0.059881,0.072477,4.721985,6.156123,0.000225,0.000345,0.000550,0.000676,0.047183,0.061648,0.001248,0.001637
218,0.004000,0.388618,0.679558,1.708060,2.225622,148.042817,164.406972,0.026730,0.039745,0.059790,0.073589,4.758765,6.420503,0.000226,0.000355,0.000550,0.000681,0.047548,0.064281,0.001251,0.001678
219,0.004000,0.388560,0.679052,1.726613,0.653602,144.776283,157.989304,0.026670,0.042026,0.059942,0.072352,4.706100,6.573796,0.000225,0.000376,0.000551,0.000678,0.047024,0.065816,0.001247,0.001713
220,0.004000,0.388375,0.679768,1.715708,0.779802,143.918547,160.651336,0.026589,0.039308,0.059721,0.070366,4.702262,6.354730,0.000225,0.000351,0.000549,0.000658,0.046985,0.063632,0.001243,0.001646
221,0.004000,0.388794,0.678794,1.765456,1.405764,144.551649,155.884671,0.026578,0.038288,0.059712,0.070463,4.713526,6.303608,0.000224,0.000341,0.000549,0.000653,0.047096,0.063117,0.001244,0.001625
222,0.004000,0.389736,0.678176,1.765373,1.971944,147.809174,160.508185,0.026644,0.038163,0.059645,0.071969,4.724574,6.323189,0.000225,0.000339,0.000549,0.000666,0.047205,0.063314,0.001246,0.001639
223,0.004000,0.388742,0.678118,1.743204,1.012357,143.080640,155.123625,0.026505,0.039984,0.059431,0.070195,4.667443,6.344391,0.000224,0.000357,0.000546,0.000654,0.046634,0.063524,0.001236,0.001646
224,0.004000,0.388587,0.676804,1.716921,0.527129,144.608304,146.359037,0.026514,0.037614,0.058946,0.069543,4.668099,6.109771,0.000224,0.000334,0.000541,0.000650,0.046639,0.061189,0.001232,0.001596
225,0.004000,0.388965,0.680899,1.684151,3.001512,147.728682,157.477848,0.026403,0.038406,0.058939,0.073466,4.714884,6.412543,0.000223,0.000343,0.000541,0.000677,0.047110,0.064206,0.001235,0.001661
226,0.004000,0.388612,0.678726,1.728114,2.505049,143.757130,157.675815,0.026350,0.038710,0.059478,0.073948,4.681703,6.261750,0.000222,0.000344,0.000546,0.000684,0.046776,0.062698,0.001236,0.001655
227,0.004000,0.389101,0.679761,1.683755,2.735186,144.112664,157.471995,0.026656,0.038600,0.059423,0.075604,4.693397,6.316043,0.000225,0.000344,0.000546,0.000700,0.046897,0.063242,0.001240,0.001676
228,0.004000,0.389650,0.678432,1.808224,0.433566,151.712346,147.953513,0.026602,0.040232,0.059739,0.069626,4.719188,6.190250,0.000225,0.000359,0.000549,0.000652,0.047155,0.061983,0.001245,0.001631
229,0.004000,0.388059,0.679471,1.705407,0.903230,140.715243,160.648823,0.026146,0.038112,0.058973,0.069965,4.614506,6.317621,0.000220,0.000339,0.000541,0.000651,0.046106,0.063265,0.001222,0.001622
230,0.004000,0.389462,0.679431,1.718005,2.641217,149.592035,165.782554,0.026502,0.038483,0.059312,0.075423,4.687936,6.515080,0.000224,0.000342,0.000545,0.000697,0.046842,0.065230,0.001237,0.001692
231,0.004000,0.388993,0.677167,1.757725,1.103506,145.088783,150.602583,0.026368,0.037420,0.059395,0.071125,4.677882,6.350123,0.000222,0.000332,0.000545,0.000663,0.046738,0.063575,0.001235,0.001631
232,0.004000,0.388615,0.679520,1.711404,0.792586,143.708945,154.082104,0.026293,0.038994,0.058942,0.068945,4.641188,6.092043,0.000222,0.000348,0.000541,0.000645,0.046372,0.061009,0.001226,0.001603
233,0.004000,0.389204,0.677991,1.820623,1.803707,145.461713,164.370649,0.026301,0.038514,0.059000,0.071413,4.671800,6.303242,0.000222,0.000342,0.000542,0.000661,0.046677,0.063111,0.001231,0.001635
234,0.004000,0.388837,0.679541,1.681184,2.059958,145.202956,155.388352,0.026162,0.038941,0.058680,0.072228,4.631811,6.173158,0.000220,0.000347,0.000538,0.000667,0.046278,0.061815,0.001221,0.001633
235,0.004000,0.388712,0.678431,1.755556,1.633886,142.445888,158.962876,0.026330,0.038426,0.059260,0.071631,4.662492,6.285768,0.000222,0.000342,0.000544,0.000665,0.046591,0.062937,0.001232,0.001636
236,0.004000,0.389487,0.678489,1.741533,1.962668,144.941672,148.671723,0.026393,0.038499,0.059017,0.072393,4.641486,6.218404,0.000223,0.000343,0.000541,0.000670,0.046374,0.062270,0.001228,0.001635
237,0.004000,0.388835,0.678407,1.739275,1.473662,146.003594,161.778868,0.026486,0.038540,0.059193,0.071510,4.669255,6.250847,0.000224,0.000343,0.000544,0.000665,0.046656,0.062592,0.001234,0.001635
238,0.004000,0.389154,0.679556,1.704525,1.571663,146.875445,166.419653,0.026271,0.037910,0.058400,0.070574,4.653138,6.244204,0.000222,0.000337,0.000536,0.000656,0.046492,0.062523,0.001222,0.001618
239,0.004000,0.388351,0.679447,1.731418,1.868423,145.618732,162.153775,0.026222,0.038534,0.058901,0.070912,4.644764,6.302513,0.000221,0.000344,0.000541,0.000657,0.046412,0.063109,0.001226,0.001632
240,0.004000,0.387779,0.677941,1.711639,1.823879,140.692614,156.135970,0.026049,0.039964,0.058484,0.071675,4.573017,6.293462,0.000219,0.000356,0.000537,0.000663,0.045690,0.063014,0.001213,0.001649
241,0.004000,0.388844,0.677940,1.776284,1.022901,145.813818,159.192575,0.026387,0.037685,0.059303,0.069474,4.666907,6.161532,0.000223,0.000335,0.000545,0.000646,0.046630,0.061698,0.001234,0.001598
242,0.004000,0.388555,0.677496,1.726613,1.356708,143.205732,161.015538,0.026183,0.038859,0.058966,0.070582,4.659559,6.334018,0.000221,0.000346,0.000541,0.000656,0.046558,0.063419,0.001228,0.001637
243,0.004000,0.389868,0.679852,1.718409,0.724558,147.769618,157.316692,0.026462,0.038186,0.059199,0.069002,4.681477,6.275133,0.000223,0.000341,0.000543,0.000642,0.046776,0.062836,0.001234,0.001611
244,0.004000,0.388657,0.679088,1.771640,2.343811,146.876167,156.368275,0.026176,0.039771,0.058793,0.074091,4.602747,6.365380,0.000221,0.000354,0.000540,0.000688,0.045991,0.063735,0.001221,0.001680
245,0.004000,0.388319,0.679194,1.688453,3.043529,144.510059,152.608204,0.026064,0.037995,0.058731,0.073780,4.648364,6.103407,0.000220,0.000338,0.000539,0.000680,0.046445,0.061117,0.001223,0.001629
246,0.004000,0.388073,0.678763,1.708385,0.533264,141.863507,157.978391,0.026025,0.039216,0.058472,0.068365,4.599949,6.138828,0.000219,0.000350,0.000536,0.000640,0.045962,0.061472,0.001215,0.001605
247,0.004000,0.388303,0.679251,1.718590,0.861480,146.207600,152.833655,0.026043,0.037953,0.058549,0.068932,4.627247,6.176819,0.000219,0.000338,0.000537,0.000643,0.046235,0.061848,0.001219,0.001599
248,0.004000,0.387748,0.677280,1.741159,0.907767,144.165723,154.425406,0.025970,0.038414,0.058595,0.071081,4.618737,6.422448,0.000219,0.000342,0.000538,0.000665,0.046151,0.064302,0.001218,0.001650
249,0.004000,0.388428,0.678873,1.744089,2.095222,150.081925,147.406737,0.026240,0.037932,0.058733,0.071202,4.670459,6.036818,0.000221,0.000337,0.000539,0.000659,0.046665,0.060455,0.001227,0.001601
250,0.004000,0.389901,0.679647,1.713715,2.234603,143.122127,161.950957,0.026098,0.037800,0.058635,0.073030,4.623561,6.241599,0.000220,0.000337,0.000537,0.000677,0.046195,0.062501,0.001219,0.001639
