stct_id,atom_id,atomic_numbers,atomic_energy,pos_x,pos_y,pos_z,force_of_atoms_x,force_of_atoms_y,force_of_atoms_z,inferred_force_x,inferred_force_y,inferred_force_z
0,117,8,-7.8021173,13.969769,6.815355,3.410842,0.0,0.0,0.0,-0.046241906,0.24620834,0.0026826002
0,118,8,-7.7951508,7.958745,5.3486605,4.293782,0.0,0.0,0.0,0.38574594,0.15802738,0.3184028
0,119,8,-7.8090906,12.307849,3.890949,3.6936865,0.0,0.0,0.0,0.38346708,-0.01405324,-0.14505227
0,120,8,-7.827366,11.504076,5.1787286,5.267446,0.0,0.0,0.0,-0.1647514,0.1451594,0.33514568
0,121,8,-7.818538,6.4851575,7.6174107,8.325868,0.0,0.0,0.0,0.13607278,-0.14306827,-0.19010064
0,122,8,-7.796869,15.766618,5.130232,3.5078187,0.0,0.0,0.0,-0.24379084,0.1926343,-0.08697136
0,123,8,-7.836991,17.987255,1.2363455,7.5645113,0.0,0.0,0.0,-0.016751938,0.03341182,-0.013598625
0,124,8,-7.7820163,12.334153,5.8207974,10.830832,0.0,0.0,0.0,0.14654854,-0.13476197,-0.03699033
0,125,8,-7.8321652,13.371666,4.2440557,7.200327,0.0,0.0,0.0,0.12509899,0.13194512,0.008114774
0,126,8,-7.8356223,17.833796,1.8065755,10.187568,0.0,0.0,0.0,-0.1868063,-0.30921283,-0.006096028
0,127,8,-7.8840556,8.5527115,7.8690667,3.063288,0.0,0.0,0.0,-0.14137189,-0.06402108,0.03895413
0,128,8,-7.867707,13.56806,8.332341,5.536345,0.0,0.0,0.0,0.011535912,0.09320633,-0.012639493
0,129,8,-7.9044886,10.564946,6.232131,3.200269,0.0,0.0,0.0,-0.2686423,-0.30479723,-0.13106778
0,130,8,-7.842421,17.439337,2.873238,2.7586734,0.0,0.0,0.0,-0.091313496,-0.28130987,0.029165262
0,131,8,-7.8232207,9.690234,6.1993675,9.272262,0.0,0.0,0.0,-0.1586941,0.008800589,0.18292223
0,132,8,-7.7206917,6.020826,8.204705,4.163239,0.0,0.0,0.0,0.17121813,0.08779231,0.029836122
0,133,8,-7.8109684,16.427027,1.1385534,5.6301355,0.0,0.0,0.0,-0.09443799,0.08797877,-0.056821335
0,134,8,-7.8317885,12.773356,1.2875304,8.185699,0.0,0.0,0.0,0.00017303228,-0.029790148,-0.32909352
0,135,8,-7.848663,11.630305,8.033623,9.514786,0.0,0.0,0.0,-0.023886211,0.0443353,0.23320082
0,136,8,-7.8321047,19.118143,0.8805852,3.0183077,0.0,0.0,0.0,-0.004510723,0.12696296,0.15280057
0,137,8,-7.7780714,6.31597,7.47095,1.7554262,0.0,0.0,0.0,-0.19848067,0.16947332,0.18403633
0,138,8,-7.761994,11.003534,0.647325,6.367954,0.0,0.0,0.0,-0.1307714,-0.027868811,0.13058244
0,139,8,-7.816719,8.83126,3.973231,10.87459,0.0,0.0,0.0,0.17530535,0.09819457,-0.12560423
0,140,8,-7.8433533,13.920448,1.6312331,5.556085,0.0,0.0,0.0,0.2780031,-0.14473215,0.45575723
0,141,8,-7.7947817,15.600778,5.0497184,8.35162,0.0,0.0,0.0,0.003086024,-0.0136352815,0.031150248
0,142,8,-7.8309035,8.891167,3.6769087,8.360514,0.0,0.0,0.0,-0.21003422,-0.01015085,0.12670618
0,143,8,-7.8924575,12.044677,1.4854594,2.7233288,0.0,0.0,0.0,0.14693291,0.048755873,-0.122496225
