epoch,lr,trainset_Energy_MAE,trainset_Force_MAE,trainset_Stress_MAE,trainset_Energy_Loss,trainset_Force_Loss,trainset_Stress_Loss,trainset_TotalLoss,validset_Energy_MAE,validset_Force_MAE,validset_Stress_MAE,validset_Energy_Loss,validset_Force_Loss,validset_Stress_Loss,validset_TotalLoss,testset_Energy_MAE,testset_Force_MAE,testset_Stress_MAE,testset_Energy_Loss,testset_Force_Loss,testset_Stress_Loss,testset_TotalLoss
47,0.007700,0.038844,0.078524,6.117940,0.000344,0.000742,0.061148,0.001697,0.047303,0.086829,6.850184,0.000427,0.000831,0.068364,0.001941,0.038745,0.087980,7.905190,0.000347,0.000853,0.079620,0.001996
48,0.007650,0.037940,0.076635,5.943978,0.000335,0.000722,0.059408,0.001651,0.046967,0.088931,6.755573,0.000424,0.000851,0.067417,0.001949,0.038286,0.090608,7.642557,0.000341,0.000878,0.077555,0.001994
49,0.007600,0.037611,0.077140,5.972648,0.000332,0.000727,0.059697,0.001656,0.046272,0.082901,7.172522,0.000417,0.000791,0.071561,0.001924,0.037660,0.088248,7.970858,0.000334,0.000848,0.080163,0.001984
50,0.007550,0.037756,0.076799,6.108106,0.000333,0.000724,0.061048,0.001668,0.046574,0.087198,6.875219,0.000420,0.000835,0.068628,0.001941,0.039330,0.086661,7.681753,0.000351,0.000831,0.078073,0.001963
51,0.007500,0.037052,0.075020,5.841453,0.000326,0.000706,0.058382,0.001616,0.045511,0.081743,6.713568,0.000409,0.000780,0.067032,0.001860,0.037350,0.083860,7.723736,0.000330,0.000804,0.077604,0.001910
52,0.007450,0.036543,0.074447,5.867957,0.000321,0.000701,0.058648,0.001608,0.046244,0.088169,7.074152,0.000416,0.000844,0.070616,0.001967,0.038753,0.086561,7.921622,0.000344,0.000828,0.079280,0.001965
53,0.007400,0.036331,0.075606,5.844267,0.000319,0.000712,0.058410,0.001615,0.042973,0.081935,6.596865,0.000385,0.000781,0.065831,0.001824,0.034376,0.084321,7.425496,0.000302,0.000813,0.074592,0.001861
54,0.007350,0.036289,0.073804,5.761546,0.000319,0.000694,0.057585,0.001589,0.046491,0.080521,6.808170,0.000419,0.000767,0.067936,0.001866,0.037462,0.084325,7.618221,0.000333,0.000807,0.077091,0.001911
55,0.007300,0.036284,0.075002,5.783739,0.000318,0.000707,0.057806,0.001603,0.046011,0.085616,6.562979,0.000415,0.000818,0.065515,0.001888,0.038047,0.085614,7.832286,0.000337,0.000819,0.078843,0.001944
56,0.007250,0.035764,0.073871,5.701928,0.000313,0.000695,0.056987,0.001578,0.045807,0.082251,6.774348,0.000413,0.000787,0.067620,0.001876,0.036610,0.084157,7.620605,0.000324,0.000809,0.076727,0.001900
