stct_id,atom_id,atomic_numbers,atomic_energy,pos_x,pos_y,pos_z,force_of_atoms_x,force_of_atoms_y,force_of_atoms_z,inferred_force_x,inferred_force_y,inferred_force_z
0,15,14,-8.259256,-2.5167778,4.5634284,0.48869264,0.0,0.0,0.0,9.006504,7.1952314,-1.0032222
0,16,14,-8.346741,0.7892155,7.2034407,8.597232,0.0,0.0,0.0,1.1815451,-4.3336754,-2.0448222
0,17,14,-8.437171,1.3218231,1.8794023,7.584437,0.0,0.0,0.0,2.1441157,-2.4419146,-0.2983371
0,18,14,-8.433835,-2.8846056,8.53465,2.8942032,0.0,0.0,0.0,0.50960183,-3.3780203,-0.47159454
0,19,14,-8.293383,-3.3980742,7.6693945,6.6920686,0.0,0.0,0.0,1.6565046,1.4981954,-0.62907994
0,20,14,-8.489005,-1.0005786,2.3817265,3.4775484,0.0,0.0,0.0,-1.5398026,2.834445,0.34730232
0,21,14,-8.442485,8.025881,1.1865435,5.982382,0.0,0.0,0.0,1.0702384,0.12211501,0.21650489
0,22,14,-8.2231,-0.20795682,4.548983,9.463989,0.0,0.0,0.0,0.2573841,-1.8708956,2.369948
0,23,14,-8.492505,2.029494,4.780878,6.8006344,0.0,0.0,0.0,-1.3668795,-3.3967335,-2.9122198
0,24,14,-8.201076,15.191552,6.2639756,2.5185938,0.0,0.0,0.0,1.5854735,1.6493208,0.6229466
0,25,14,-8.343333,18.53512,1.970951,8.847929,0.0,0.0,0.0,3.8647575,3.7513776,-3.3477688
0,26,14,-8.288356,14.340339,8.2878895,4.1572156,0.0,0.0,0.0,-0.3564983,-2.9261897,-2.7568328
0,27,14,-7.9434323,13.752569,0.4301587,6.963499,0.0,0.0,0.0,1.8279837,4.7791605,1.2621524
0,28,14,-8.365264,16.069542,2.5096369,1.9378129,0.0,0.0,0.0,0.16402489,-0.2980918,-2.3261414
0,29,14,-8.429387,12.570318,4.1887913,10.696917,0.0,0.0,0.0,-0.15564592,1.243993,-4.9632235
0,30,14,-8.187255,8.754525,6.198827,3.0737746,0.0,0.0,0.0,1.4322429,0.7807797,-0.8462677
0,31,14,-8.336005,13.664758,6.814092,0.23189548,0.0,0.0,0.0,0.22035757,-2.9901886,-0.77321136
0,32,14,-8.404531,14.572487,3.7977428,8.352777,0.0,0.0,0.0,-3.403236,2.9911008,0.95235974
0,33,14,-8.36336,15.439295,2.3475373,6.055941,0.0,0.0,0.0,-3.5523186,-3.435205,-1.6048307
0,34,14,-8.16818,16.480824,5.153986,4.882212,0.0,0.0,0.0,-3.7863758,-1.4938291,4.917807
0,35,14,-8.36026,16.063616,6.3086076,9.10274,0.0,0.0,0.0,-2.3724325,1.0077285,5.007474
0,36,14,-8.280643,16.948135,0.38136134,10.765391,0.0,0.0,0.0,-0.0019123778,3.8140125,-1.1736858
0,37,14,-8.197641,10.923056,4.7506223,3.853005,0.0,0.0,0.0,0.72283155,0.38166353,-0.48611492
0,38,14,-8.173584,12.877694,2.9941409,2.5678515,0.0,0.0,0.0,3.464832,-5.67626,2.5274565
0,39,14,-8.259254,7.3998585,4.5634284,0.48869264,0.0,0.0,0.0,9.006581,7.1952887,-1.0032476
0,40,14,-8.346741,10.705852,7.2034407,8.597232,0.0,0.0,0.0,1.1815447,-4.3336725,-2.0448222
0,41,14,-8.43717,11.23846,1.8794023,7.584437,0.0,0.0,0.0,2.1440997,-2.4419143,-0.29832125
0,42,14,-8.433835,7.0320306,8.53465,2.8942032,0.0,0.0,0.0,0.5095844,-3.3780127,-0.47158682
0,43,14,-8.293383,6.518562,7.6693945,6.6920686,0.0,0.0,0.0,1.6565111,1.4981924,-0.62908083
0,44,14,-8.489005,8.916058,2.3817265,3.4775484,0.0,0.0,0.0,-1.5397724,2.8344274,0.3473045
0,45,14,-8.442485,17.942516,1.1865435,5.982382,0.0,0.0,0.0,1.0702676,0.12212129,0.21650106
0,46,14,-8.2231,9.708679,4.548983,9.463989,0.0,0.0,0.0,0.25738594,-1.8708951,2.3699536
0,47,14,-8.492505,11.94613,4.780878,6.8006344,0.0,0.0,0.0,-1.3668842,-3.3967254,-2.9122229
0,48,8,-7.060571,0.2911326,1.6756161,8.785043,0.0,0.0,0.0,0.25955522,-1.6989896,0.78637975
0,49,8,-7.3388567,-0.10730792,3.724332,3.1303654,0.0,0.0,0.0,1.0966647,-0.6885638,1.2323695
0,50,8,-7.2662387,4.806053,2.5484807,2.744062,0.0,0.0,0.0,-4.063984,0.64363027,0.61814773
0,51,8,-7.217861,-2.782727,5.7311726,10.255147,0.0,0.0,0.0,-0.503101,0.52816707,0.24379924
0,52,8,-7.3251734,6.077896,1.1699513,0.8545465,0.0,0.0,0.0,-1.1454812,1.5087152,1.5710276
0,53,8,-7.1609244,6.036856,3.6432521,5.4648156,0.0,0.0,0.0,2.2693028,5.327868,-1.9495413
0,54,8,-7.1166487,4.5053706,5.699285,1.301991,0.0,0.0,0.0,-1.4802567,0.64054585,-3.5346305
0,55,8,-7.1392355,1.498245,5.8214846,7.789248,0.0,0.0,0.0,-0.49388918,3.8905418,1.7986333
0,56,8,-7.3473163,5.9653473,6.2395597,6.1946898,0.0,0.0,0.0,0.9843917,-1.3334942,-3.2911108
0,57,8,-7.1160903,1.2698252,3.2384884,6.7769113,0.0,0.0,0.0,-0.15618896,1.0906309,0.15390688
0,58,8,-7.076905,-1.729268,7.767015,6.3180413,0.0,0.0,0.0,-3.2017887,-3.2059844,-1.1129448
0,59,8,-6.8312793,-1.868666,5.381922,1.8930838,0.0,0.0,0.0,-0.3256848,0.180789,-2.1076844
0,60,8,-7.213384,1.369666,3.705009,9.72119,0.0,0.0,0.0,-0.8830087,2.1457033,0.973377
0,61,8,-7.1585073,0.32249397,8.315431,7.645556,0.0,0.0,0.0,-3.6353903,3.259297,-2.901445
0,62,8,-7.042235,6.2018642,3.8300166,0.8636582,0.0,0.0,0.0,-5.6922827,-5.308166,2.1663857
0,63,8,-7.2244077,2.8779318,8.056793,0.8008911,0.0,0.0,0.0,3.1944075,-1.2251836,2.0050783
0,64,8,-7.3043747,5.3583055,2.6127453,7.625881,0.0,0.0,0.0,1.2291243,-2.1747394,1.3724711
0,65,8,-7.095885,4.661969,7.1015863,9.810507,0.0,0.0,0.0,0.55345404,-1.1699822,1.0909032
0,66,8,-7.3725605,4.1178584,3.6672645,9.952278,0.0,0.0,0.0,-1.0714504,0.41759092,-1.7994632
0,67,8,-7.406036,-1.2682337,2.4225283,5.1129293,0.0,0.0,0.0,0.9631783,-0.43382025,-0.096838586
0,68,8,-7.2423267,2.8406947,3.550484,1.169342,0.0,0.0,0.0,-0.80331296,-0.50332767,-0.6833665
0,69,8,-6.989358,4.0531325,6.815355,3.410842,0.0,0.0,0.0,-0.8754217,3.0693624,1.7035165
0,70,8,-7.063717,-1.957891,5.3486605,4.293782,0.0,0.0,0.0,5.49341,1.7555791,1.3773475
0,71,8,-7.064836,2.3912134,3.890949,3.6936865,0.0,0.0,0.0,1.0119853,0.030224979,-0.90082085
0,72,8,-6.9735174,1.5874403,5.1787286,5.267446,0.0,0.0,0.0,-0.58109224,1.3016322,3.2805467
0,73,8,-7.2033467,-3.4314783,7.6174107,8.325868,0.0,0.0,0.0,1.069253,0.24355945,-1.3661597
0,74,8,-6.881493,5.8499823,5.130232,3.5078187,0.0,0.0,0.0,-2.646731,0.57417893,-2.8599997
0,75,8,-7.33883,8.07062,1.2363455,7.5645113,0.0,0.0,0.0,-0.6654013,-0.20301145,0.15117726
0,76,8,-7.122693,2.4175172,5.8207974,10.830832,0.0,0.0,0.0,0.9861445,-1.0440527,-0.33796114
0,77,8,-7.211251,3.4550304,4.2440557,7.200327,0.0,0.0,0.0,3.1760368,-0.0638539,1.5559475
0,78,8,-7.2730055,7.9171596,1.8065755,10.187568,0.0,0.0,0.0,-2.827396,-3.3793213,2.6502602
0,79,8,-7.31365,-1.3639241,7.8690667,3.063288,0.0,0.0,0.0,-0.9312193,-0.8740872,0.3945739
0,80,8,-7.360176,3.6514244,8.332341,5.536345,0.0,0.0,0.0,-0.029937208,-0.18179652,0.1686963
0,81,8,-7.2393727,0.64831,6.232131,3.200269,0.0,0.0,0.0,-3.2730994,-1.6352448,-0.330229
0,82,8,-7.269951,7.522701,2.873238,2.7586734,0.0,0.0,0.0,-0.7278047,-1.6984665,-0.20038874
0,83,8,-7.2889376,-0.22640176,6.1993675,9.272262,0.0,0.0,0.0,-2.0751312,-1.5314524,2.0328352
0,84,8,-7.1960936,-3.89581,8.204705,4.163239,0.0,0.0,0.0,2.0566556,-0.3271782,0.6160916
0,85,8,-7.149317,6.5103908,1.1385534,5.6301355,0.0,0.0,0.0,-2.1955416,-0.11599076,-0.59717417
0,86,8,-7.131974,2.85672,1.2875304,8.185699,0.0,0.0,0.0,0.7372477,-0.21031523,-2.4504285
0,87,8,-7.304091,1.7136691,8.033623,9.514786,0.0,0.0,0.0,1.3289447,1.5227225,2.0714593
0,88,8,-7.3421264,9.201508,0.8805852,3.0183077,0.0,0.0,0.0,-0.24032494,-0.08907682,0.22229227
0,89,8,-7.184802,-3.600666,7.47095,1.7554262,0.0,0.0,0.0,-1.048061,0.027380466,1.8576031
0,90,8,-7.094264,1.086898,0.647325,6.367954,0.0,0.0,0.0,-0.42739043,0.28180048,1.5018712
0,91,8,-6.9423943,-1.0853758,3.973231,10.87459,0.0,0.0,0.0,1.509521,1.0094714,-1.2043755
0,92,8,-6.9544425,4.003812,1.6312331,5.556085,0.0,0.0,0.0,2.1075044,-0.89744306,3.5936944
0,93,8,-7.1835327,5.684141,5.0497184,8.35162,0.0,0.0,0.0,-0.7903489,-2.3654099,-1.2074925
0,94,8,-7.084555,-1.0254694,3.6769087,8.360514,0.0,0.0,0.0,-1.1132243,-0.55445886,0.21460664
0,95,8,-7.321599,2.1280406,1.4854594,2.7233288,0.0,0.0,0.0,1.3037263,3.6558497,-1.0594869
0,96,8,-7.0605707,10.207768,1.6756161,8.785043,0.0,0.0,0.0,0.2595737,-1.698988,0.7863677
0,97,8,-7.3388557,9.809328,3.724332,3.1303654,0.0,0.0,0.0,1.0966694,-0.6885575,1.2323728
0,98,8,-7.2662396,14.722689,2.5484807,2.744062,0.0,0.0,0.0,-4.0639668,0.64362884,0.6181381
0,99,8,-7.2178607,7.1339087,5.7311726,10.255147,0.0,0.0,0.0,-0.5030674,0.52815694,0.24382725
0,100,8,-7.3251734,15.994533,1.1699513,0.8545465,0.0,0.0,0.0,-1.1454983,1.5087223,1.5710393
0,101,8,-7.1609254,15.953492,3.6432521,5.4648156,0.0,0.0,0.0,2.2692995,5.3278656,-1.9495406
0,102,8,-7.116649,14.422007,5.699285,1.301991,0.0,0.0,0.0,-1.4802574,0.6405463,-3.5346365
0,103,8,-7.139236,11.414881,5.8214846,7.789248,0.0,0.0,0.0,-0.4938865,3.890541,1.7986317
0,104,8,-7.3473177,15.881984,6.2395597,6.1946898,0.0,0.0,0.0,0.98438835,-1.3334907,-3.291108
0,105,8,-7.1160903,11.186461,3.2384884,6.7769113,0.0,0.0,0.0,-0.15619254,1.0906247,0.1539064
0,106,8,-7.0769043,8.187368,7.767015,6.3180413,0.0,0.0,0.0,-3.2017999,-3.205993,-1.1129469
0,107,8,-6.831279,8.04797,5.381922,1.8930838,0.0,0.0,0.0,-0.32568192,0.18079433,-2.107679
0,108,8,-7.213384,11.286302,3.705009,9.72119,0.0,0.0,0.0,-0.8829982,2.145706,0.9733815
0,109,8,-7.1585073,10.23913,8.315431,7.645556,0.0,0.0,0.0,-3.635388,3.259296,-2.9014416
0,110,8,-7.042241,16.1185,3.8300166,0.8636582,0.0,0.0,0.0,-5.692195,-5.308104,2.1663547
0,111,8,-7.2244077,12.794568,8.056793,0.8008911,0.0,0.0,0.0,3.1944003,-1.2251744,2.005064
0,112,8,-7.3043747,15.274941,2.6127453,7.625881,0.0,0.0,0.0,1.2291224,-2.174735,1.3724709
0,113,8,-7.095887,14.578606,7.1015863,9.810507,0.0,0.0,0.0,0.55344826,-1.1699847,1.0909071
0,114,8,-7.372561,14.034494,3.6672645,9.952278,0.0,0.0,0.0,-1.0714483,0.4175914,-1.7994674
0,115,8,-7.4060354,8.648402,2.4225283,5.1129293,0.0,0.0,0.0,0.9631854,-0.4338145,-0.09684271
0,116,8,-7.2423267,12.757331,3.550484,1.169342,0.0,0.0,0.0,-0.80331385,-0.5033263,-0.6833674
0,117,8,-6.9893584,13.969769,6.815355,3.410842,0.0,0.0,0.0,-0.8754217,3.069374,1.7035247
0,118,8,-7.063713,7.958745,5.3486605,4.293782,0.0,0.0,0.0,5.4934893,1.7555901,1.3773278
0,119,8,-7.064836,12.307849,3.890949,3.6936865,0.0,0.0,0.0,1.0119976,0.030217648,-0.90082806
0,120,8,-6.9735174,11.504076,5.1787286,5.267446,0.0,0.0,0.0,-0.5810897,1.3016334,3.2805529
0,121,8,-7.2033463,6.4851575,7.6174107,8.325868,0.0,0.0,0.0,1.0692614,0.24357666,-1.3661687
0,122,8,-6.881495,15.766618,5.130232,3.5078187,0.0,0.0,0.0,-2.6467195,0.57417774,-2.8600001
0,123,8,-7.33883,17.987255,1.2363455,7.5645113,0.0,0.0,0.0,-0.66539204,-0.20300366,0.15119028
0,124,8,-7.122693,12.334153,5.8207974,10.830832,0.0,0.0,0.0,0.9861499,-1.0440507,-0.3379628
0,125,8,-7.2112513,13.371666,4.2440557,7.200327,0.0,0.0,0.0,3.1760528,-0.06385658,1.5559542
0,126,8,-7.273006,17.833796,1.8065755,10.187568,0.0,0.0,0.0,-2.8273916,-3.3793173,2.650251
0,127,8,-7.3136506,8.5527115,7.8690667,3.063288,0.0,0.0,0.0,-0.93120766,-0.87409246,0.3945767
0,128,8,-7.3601766,13.56806,8.332341,5.536345,0.0,0.0,0.0,-0.029922888,-0.18180034,0.16867918
0,129,8,-7.2393723,10.564946,6.232131,3.200269,0.0,0.0,0.0,-3.2731023,-1.6352432,-0.33022982
0,130,8,-7.269951,17.439337,2.873238,2.7586734,0.0,0.0,0.0,-0.7277789,-1.6984704,-0.20037773
0,131,8,-7.2889376,9.690234,6.1993675,9.272262,0.0,0.0,0.0,-2.0751338,-1.5314507,2.0328376
0,132,8,-7.196092,6.020826,8.204705,4.163239,0.0,0.0,0.0,2.056693,-0.3271795,0.6160893
0,133,8,-7.1493163,16.427027,1.1385534,5.6301355,0.0,0.0,0.0,-2.1955614,-0.11598724,-0.59717894
0,134,8,-7.131975,12.773356,1.2875304,8.185699,0.0,0.0,0.0,0.7372428,-0.21031418,-2.450428
0,135,8,-7.3040915,11.630305,8.033623,9.514786,0.0,0.0,0.0,1.3289375,1.5227156,2.0714498
0,136,8,-7.3421264,19.118143,0.8805852,3.0183077,0.0,0.0,0.0,-0.24031046,-0.08909857,0.22229317
0,137,8,-7.184803,6.31597,7.47095,1.7554262,0.0,0.0,0.0,-1.0480475,0.027388543,1.8575971
0,138,8,-7.0942645,11.003534,0.647325,6.367954,0.0,0.0,0.0,-0.42739,0.2818057,1.5018716
0,139,8,-6.9423933,8.83126,3.973231,10.87459,0.0,0.0,0.0,1.5095345,1.0094713,-1.2043833
0,140,8,-6.9544435,13.920448,1.6312331,5.556085,0.0,0.0,0.0,2.107495,-0.8974451,3.5936935
0,141,8,-7.183533,15.600778,5.0497184,8.35162,0.0,0.0,0.0,-0.7903636,-2.3654299,-1.2074995
0,142,8,-7.084555,8.891167,3.6769087,8.360514,0.0,0.0,0.0,-1.1132262,-0.55445826,0.21460319
0,143,8,-7.3215995,12.044677,1.4854594,2.7233288,0.0,0.0,0.0,1.3037262,3.6558468,-1.0594869
